tmdb_id,adult,belongs_to_collection,collection_id,budget,genres,overview,production_company_id,production_company_name,release_month,release_year,revenue,tagline
483906,False,False,,0,"['Action', 'Crime', 'Drama']","When a retiring assassin realizes that he is the target of a hit, he winds up back in the game going head to head with a gang of younger, ruthless killers.",552,Dark Horse Entertainment,1,2019,0,"If the job doesn't kill you, retirement will."
100,False,False,,1350000,"['Comedy', 'Crime']",A card shark and his unwillingly-enlisted friends need to make a lot of cash quick after losing a sketchy poker match. To do this they decide to pull a heist on a small-time gang who happen to be operating out of the flat next door.,491,Summit Entertainment,8,1998,28356188,A Disgrace to Criminals Everywhere.
539681,False,False,,90000000,"['Animation', 'Action', 'Family', 'Comedy', 'Science Fiction']","When Superman and the rest of the Justice League are kidnapped, Krypto the Super-Dog must convince a rag-tag shelter pack - Ace the hound, PB the potbellied pig, Merton the turtle and Chip the squirrel - to master their own newfound powers and help him rescue the superheroes.",25120,Warner Bros. Pictures Animation,7,2022,203000000,"Sit, stay, save the world."
271110,False,True,131295,250000000,"['Adventure', 'Action', 'Science Fiction']","Following the events of Age of Ultron, the collective governments of the world pass an act designed to regulate all superhuman activity. This polarizes opinion amongst the Avengers, causing two factions to side with Iron Man or Captain America, which causes an epic battle between former allies.",420,Marvel Studios,4,2016,1155046416,United we stand. Divided we fall.
675353,False,True,720879,110000000,"['Action', 'Adventure', 'Family', 'Comedy']","After settling in Green Hills, Sonic is eager to prove he has what it takes to be a true hero. His test comes when Dr. Robotnik returns, this time with a new partner, Knuckles, in search for an emerald that has the power to destroy civilizations. Sonic teams up with his own sidekick, Tails, and together they embark on a globe-trotting journey to find the emerald before it falls into the wrong hands.",333,Original Film,3,2022,405400000,Welcome to the next level.
1991,False,False,,25000000,"['Action', 'Thriller']","Austin's hottest DJ, Jungle Julia, sets out into the night to unwind with her two friends Shanna and Arlene. Covertly tracking their moves is Stuntman Mike, a scarred rebel leering from behind the wheel of his muscle car, revving just feet away.",10807,Troublemaker Studios,5,2007,31126421,A crash course in revenge
584,False,True,9485,76000000,"['Action', 'Crime', 'Thriller']","It's a major double-cross when former police officer Brian O'Conner teams up with his ex-con buddy Roman Pearce to transport a shipment of ""dirty"" money for shady Miami-based import-export dealer Carter Verone. But the guys are actually working with undercover agent Monica Fuentes to bring Verone down.",26281,Ardustry Entertainment,6,2003,236350661,How fast do you like it?
396535,False,True,619537,8500000,"['Horror', 'Thriller', 'Action', 'Adventure']","When a zombie virus pushes Korea into a state of emergency, those trapped on an express train to Busan must fight for their own survival.",20064,Next Entertainment World,7,2016,87547518,Life-or-death survival begins.
503736,False,True,809185,90000000,"['Action', 'Crime', 'Drama', 'Horror', 'Science Fiction', 'Thriller']","Following a zombie outbreak in Las Vegas, a group of mercenaries take the ultimate gamble: venturing into the quarantine zone to pull off the greatest heist ever attempted.",114152,The Stone Quarry,5,2021,190700000,Survivors take all.
924,False,False,,26000000,"['Action', 'Horror', 'Crime', 'Drama', 'Fantasy']","A group of survivors take refuge in a shopping mall after the world is taken over by aggressive, flesh-eating zombies.",572,New Amsterdam Entertainment,3,2004,102278712,"When there's no more room in Hell, the dead will walk the Earth."
141052,False,False,,300000000,"['Action', 'Adventure', 'Science Fiction']","Fuelled by his restored faith in humanity and inspired by Superman's selfless act, Bruce Wayne and Diana Prince assemble a team of metahumans consisting of Barry Allen, Arthur Curry and Victor Stone to face the catastrophic threat of Steppenwolf and the Parademons who are on the hunt for three Mother Boxes on Earth.",41624,RatPac Entertainment,11,2017,657900000,You can't save the world alone.
87516,False,False,,30000000,"['Drama', 'Thriller', 'Mystery', 'Action']",A man has only three and a half days and limited resources to discover why he was imprisoned in a nondescript room for 20 years without any explanation.,4319,40 Acres and a Mule Filmworks,11,2013,5200000,Ask not why you were imprisoned. Ask why you were set free.
290859,False,True,528,185000000,"['Science Fiction', 'Adventure', 'Action']","Decades after Sarah Connor prevented Judgment Day, a lethal new Terminator is sent to eliminate the future leader of the resistance. In a fight to save mankind, battle-hardened Sarah Connor teams up with an unexpected ally and an enhanced super soldier to stop the deadliest Terminator yet.",25,20th Century Fox,10,2019,261119292,Welcome to the day after judgement day
10603,False,True,126221,55000000,"['Adventure', 'Comedy', 'Family', 'Romance']","Deep in the African jungle, a baby named George, the sole survivor of a plane crash, is raised by gorillas. George grows up to be a buff and lovable klutz who has a rain forest full of animal friends: Tookie, his big-beaked toucan messenger; Ape, a witty talking gorilla; and Shep, a peanut-loving pooch of an elephant. But when poachers mess with George's pals, the King Of Swing swings into action.",10227,Mandeville Films,7,1997,174463257,Watch out!
59440,False,False,,25000000,"['Drama', 'Action']","The youngest son of an alcoholic former boxer returns home, where he's trained by his father for competition in a mixed martial arts tournament – a path that puts the fighter on a collision course with his estranged, older brother.",1632,Lionsgate,9,2011,23300000,Family is worth fighting for.
848326,False,True,934765,83000000,"['Science Fiction', 'Drama', 'Action']","When a peaceful colony on the edge of the galaxy finds itself threatened by the armies of the tyrannical Regent Balisarius, they dispatch Kora, a young woman with a mysterious past, to seek out warriors from neighboring planets to help them take a stand.",114152,The Stone Quarry,12,2023,0,There are no heroes. Only rebels.
1885,False,True,8580,8000000,"['Action', 'Family', 'Drama']","Daniel moves to Los Angeles with his mother, Lucille, and soon strikes up a relationship with Ali. He quickly finds himself the target of bullying by a group of high school students, led by Ali's ex-boyfriend Johnny, who study karate at the Cobra Kai dojo under ruthless sensei, John Kreese. Fortunately, Daniel befriends Mr. Miyagi, an unassuming repairman who just happens to be a martial arts master himself. Miyagi takes Daniel under his wing, training him in a more compassionate form of karate for self-defense and later, preparing him to compete against the brutal Cobra Kai.",5,Columbia Pictures,6,1984,130442786,He taught him the secret to karate lies in the mind and heart. Not in the hands.
1062482,False,False,,0,"['Action', 'War']",American war veteran Will Spalding has tracked the sadistic Nazi Colonel who executed his bomber crew during WWII to a remote location in South America. But he is in for more than he bargained for when he uncovers a secret Nazi headquarters known as the Condor's Nest.,6626,Voltage Pictures,1,2023,0,A hidden Nazi empire. A quest for revenge.
390062,False,False,,0,"['Adventure', 'Drama', 'Thriller']","In 1981, an enthusiastic young adventurer follows his dreams into the Bolivian Amazon jungle with two friends and a guide with a mysterious past. Their journey quickly turns into a terrifying ordeal as the darkest elements of human nature and the deadliest threats of the wilderness lead to an all-out fight for survival.",10950,Screen Queensland,6,2017,1906640,Nature has only one law - Survival
13475,False,True,115575,150000000,"['Science Fiction', 'Action', 'Adventure']","The fate of the galaxy rests in the hands of bitter rivals. One, James Kirk, is a delinquent, thrill-seeking Iowa farm boy. The other, Spock, a Vulcan, was raised in a logic-based society that rejects all emotion. As fiery instinct clashes with calm reason, their unlikely but powerful partnership is the only thing capable of leading their crew through unimaginable danger, boldly going where no one has gone before. The human adventure has begun again.",4,Paramount,5,2009,385700000,The future begins.
166426,False,True,295,230000000,"['Adventure', 'Action', 'Fantasy']","Thrust into an all-new adventure, a down-on-his-luck Capt. Jack Sparrow feels the winds of ill-fortune blowing even more strongly when deadly ghost sailors led by his old nemesis, the evil Capt. Salazar, escape from the Devil's Triangle. Jack's only hope of survival lies in seeking out the legendary Trident of Poseidon, but to find it, he must forge an uneasy alliance with a brilliant and beautiful astronomer and a headstrong young man in the British navy.",2,Walt Disney Pictures,5,2017,795900000,All pirates must die.
480530,False,True,553717,50000000,"['Drama', 'Action']","Between personal obligations and training for his next big fight against an opponent with ties to his family's past, Adonis Creed is up against the challenge of his life.",21,Metro-Goldwyn-Mayer,11,2018,214200000,There's more to lose than a title.
755566,False,False,,0,"['Action', 'Fantasy', 'Horror', 'Comedy']",An LA vampire hunter has a week to come up with the cash to pay for his kid's tuition and braces. Trying to make a living these days just might kill him.,23008,87Eleven,8,2022,0,Some jobs really go for the throat.
1003596,False,False,,0,['Science Fiction'],An upcoming film in the Marvel Cinematic Universe's sixth Phase and part of The Multiverse Saga. Plot unknown.,420,Marvel Studios,4,2026,0,
561,False,True,1025281,100000000,"['Fantasy', 'Action', 'Horror']","John Constantine has literally been to Hell and back. When he teams up with a policewoman to solve the mysterious suicide of her twin sister, their investigation takes them through the world of demons and angels that exists beneath the landscape of contemporary Los Angeles.",79,Village Roadshow Pictures,2,2005,230900000,Hell wants him. Heaven won't take him. Earth needs him.
8367,False,False,,48000000,"['Action', 'Adventure', 'Drama']","When the dastardly Sheriff of Nottingham murders Robin's father, the legendary archer vows vengeance. To accomplish his mission, Robin joins forces with a band of exiled villagers (and comely Maid Marian), and together they battle to end the evil sheriff's reign of terror.",10210,Morgan Creek Entertainment,6,1991,390493908,"For the good of all men, and the love of one woman, he fought to uphold justice by breaking the law."
268,False,True,120794,35000000,"['Fantasy', 'Action', 'Crime']","Batman must face his most ruthless nemesis when a deformed madman calling himself ""The Joker"" seizes control of Gotham's criminal underworld.",174,Warner Bros. Pictures,6,1989,411348924,Justice is always darkest before the dawn.
299537,False,True,623911,152000000,"['Action', 'Adventure', 'Science Fiction']","The story follows Carol Danvers as she becomes one of the universe’s most powerful heroes when Earth is caught in the middle of a galactic war between two alien races. Set in the 1990s, Captain Marvel is an all-new adventure from a previously unseen period in the history of the Marvel Cinematic Universe.",420,Marvel Studios,3,2019,1131416446,Higher. Further. Faster.
676,False,False,,140000000,"['War', 'History', 'Romance', 'Drama', 'Action']","The lifelong friendship between Rafe McCawley and Danny Walker is put to the ultimate test when the two ace fighter pilots become entangled in a love triangle with beautiful Naval nurse Evelyn Johnson. But the rivalry between the friends-turned-foes is immediately put on hold when they find themselves at the center of Japan's devastating attack on Pearl Harbor on Dec. 7, 1941.",9195,Touchstone Pictures,5,2001,449200000,It takes a moment to change history. It takes love to change lives.
822119,False,True,131295,0,"['Action', 'Adventure', 'Science Fiction']",A sequel to Marvel Studios' The Falcon and the Winter Soldier and follows Sam Wilson as the new Captain America.,420,Marvel Studios,2,2025,0,
117263,False,True,386534,70000000,"['Action', 'Thriller']","When the White House (Secret Service Code: ""Olympus"") is captured by a terrorist mastermind and the President is kidnapped, disgraced former Presidential guard Mike Banning finds himself trapped within the building. As the national security team scrambles to respond, they are forced to rely on Banning's inside knowledge to help retake the White House, save the President and avert an even bigger disaster.",1020,Millennium Media,3,2013,170270201,When our flag falls our nation will rise.
752,False,False,,54000000,"['Action', 'Thriller', 'Science Fiction']","In a world in which Great Britain has become a fascist state, a masked vigilante known only as “V” conducts guerrilla warfare against the oppressive British government. When V rescues a young woman from the secret police, he finds in her an ally with whom he can continue his fight to free the people of Britain.",449,Virtual Studios,2,2006,132511035,People should not be afraid of their governments. Governments should be afraid of their people.
1734,False,True,1733,98000000,"['Adventure', 'Action', 'Fantasy']","Rick and Evelyn O’Connell, along with their 8-year-old son Alex, discover the key to the legendary Scorpion King’s might: the fabled Bracelet of Anubis. Unfortunately, a newly resurrected Imhotep has designs on the bracelet as well, and isn’t above kidnapping its new bearer, Alex, to gain control of Anubis’s otherworldly army.",33,Universal Pictures,5,2001,443280904,The most powerful force on earth is about to be unleashed by the two people who should know better.
460465,False,True,931431,20000000,"['Action', 'Fantasy', 'Adventure']","Washed-up MMA fighter Cole Young, unaware of his heritage, and hunted by Emperor Shang Tsung's best warrior, Sub-Zero, seeks out and trains with Earth's greatest champions as he prepares to stand against the enemies of Outworld in a high stakes battle for the universe.",76907,Atomic Monster,4,2021,84426031,Get over here!
300671,False,False,,50000000,"['War', 'Action', 'History', 'Drama']",An American Ambassador is killed during an attack at a U.S. compound in Libya as a security team struggles to make sense out of the chaos.,4,Paramount,1,2016,69411370,"When everything went wrong, six men had the courage to do what was right."
9659,False,True,8945,350000,"['Adventure', 'Action', 'Thriller', 'Science Fiction']","In the ravaged near-future, a savage motorcycle gang rules the road. Terrorizing innocent civilians while tearing up the streets, the ruthless gang laughs in the face of a police force hell-bent on stopping them.",2537,Kennedy Miller Productions,4,1979,100000000,The maximum force of the future.
9326,False,True,89264,10000000,"['Romance', 'Comedy', 'Action', 'Adventure']","Though she can spin wild tales of passionate romance, novelist Joan Wilder has no life of her own. Then one day adventure comes her way in the form of a mysterious package. It turns out that the parcel is the ransom she'll need to free her abducted sister, so Joan flies to South America to hand it over. But she gets on the wrong bus and winds up hopelessly stranded in the jungle.",396,SLM Production Group,3,1984,86572238,"She's a girl from the big city. He's a reckless soldier of fortune. For a fabulous treasure, they share an adventure no one could imagine... or survive."
2048,False,False,,120000000,"['Action', 'Science Fiction']","In 2035, where robots are commonplace and abide by the three laws of robotics, a technophobic cop investigates an apparent suicide. Suspecting that a robot may be responsible for the death, his investigation leads him to believe that humanity may be in danger.",1302,Davis Entertainment,7,2004,347234916,One man saw it coming
51497,False,True,9485,125000000,"['Action', 'Thriller', 'Crime']","Former cop Brian O'Conner partners with ex-con Dom Toretto on the opposite side of the law. Since Brian and Mia Toretto broke Dom out of custody, they've blown across many borders to elude authorities. Now backed into a corner in Rio de Janeiro, they must pull one last job in order to gain their freedom.",333,Original Film,4,2011,626100000,Get the fifth gear.
951,False,True,397444,15000000,['Comedy'],"Hard-edged cop John Kimble gets more than he bargained for when he goes undercover as a kindergarten teacher to get the goods on a brutal drug lord while at the same time protecting the man's young son. Pitted against a class of boisterous moppets whose antics try his patience and test his mettle, Kimble may have met his match … in more ways than one.",33,Universal Pictures,12,1990,201957688,"Go ahead, YOU tell him you didn't do your homework."
181808,False,True,10,200000000,"['Adventure', 'Action', 'Science Fiction']","Rey develops her newly discovered abilities with the guidance of Luke Skywalker, who is unsettled by the strength of her powers. Meanwhile, the Resistance prepares to do battle with the First Order.",1,Lucasfilm Ltd.,12,2017,1332698830,
49530,False,False,,40000000,"['Action', 'Thriller', 'Science Fiction']","In the not-too-distant future, the aging gene has been switched off. To avoid overpopulation, time has become the currency and the way people pay for luxuries and necessities. The rich can live forever, while the rest try to negotiate for their immortality. A poor young man who comes into a fortune of time is too late to help his mother from dying. He ends up on the run from a corrupt police force known as the ""time keepers"".",10104,New Regency Pictures,10,2011,173900000,Live forever or die trying.
1895,False,True,10,113000000,"['Adventure', 'Action', 'Science Fiction']",The evil Darth Sidious enacts his final plan for unlimited power -- and the heroic Jedi Anakin Skywalker must choose a side.,1,Lucasfilm Ltd.,5,2005,850000000,The saga is complete.
206487,False,False,,5500000,"['Science Fiction', 'Thriller']","Predestination chronicles the life of a Temporal Agent sent on an intricate series of time-travel journeys designed to prevent future killers from committing their crimes. Now, on his final assignment, the Agent must stop the one criminal that has eluded him throughout time and prevent a devastating attack in which thousands of lives will be lost.",10950,Screen Queensland,8,2014,4942449,To save the future he must reshape the past.
277,False,True,2326,22000000,"['Fantasy', 'Action', 'Thriller']","Vampires and werewolves have waged a nocturnal war against each other for centuries. But all bets are off when a female vampire warrior named Selene, who's famous for her strength and werewolf-hunting prowess, becomes smitten with a peace-loving male werewolf, Michael, who wants to end the war.",3287,Screen Gems,9,2003,95708457,An immortal battle for supremacy.
22803,False,False,,53000000,"['Drama', 'Crime', 'Thriller']",A frustrated man decides to take justice into his own hands after a plea bargain sets one of his family's killers free. He targets not only the killer but also the district attorney and others involved in the deal.,5257,The Film Department,10,2009,127900000,Justice at any cost.
9615,False,True,9485,85000000,"['Action', 'Crime', 'Drama', 'Thriller']","In order to avoid a jail sentence, Sean Boswell heads to Tokyo to live with his military father. In a low-rent section of the city, Shaun gets caught up in the underground world of drift racing",103453,MP Munich Pape Filmproductions,6,2006,158964610,"On the streets of Tokyo, speed needs no translation."
858485,False,False,,1934000,"['Action', 'Adventure', 'Thriller']","Shiva, a tribal vagabond lives with his mother in hamlet, stays away from the traditional Daivaradhane and Bhoota Kola legacy due to an unforgettable childhood incident. He is happy loafing around with his friends and doing petty jobs for his landlord. When Forest officer Murali enters the scene, it gives a fresh dimension to the man-vs-nature fight. Can Shiva save the forest from Murali? Or is Murali just a dummy bait cast by bigger fish?",111627,Hombale Films,9,2022,60447800,A Legend
796499,False,True,809185,30000000,"['Action', 'Thriller', 'Crime', 'Comedy']",A mysterious woman recruits bank teller Ludwig Dieter to lead a group of aspiring thieves on a top-secret heist during the early stages of the zombie apocalypse.,78486,Pantaleon Films,10,2021,46900000,"BEFORE VEGAS, ONE LOCKSMITH BECAME A LEGEND."
56292,False,True,87359,145000000,"['Action', 'Thriller', 'Adventure']","Ethan Hunt and his team are racing against time to track down a dangerous terrorist named Hendricks, who has gained access to Russian nuclear launch codes and is planning a strike on the United States. An attempt to stop him ends in an explosion causing severe destruction to the Kremlin and the IMF to be implicated in the bombing, forcing the President to disavow them. No longer being aided by the government, Ethan and his team chase Hendricks around the globe, although they might still be too late to stop a disaster.",4,Paramount,12,2011,694700000,No plan. No backup. No choice.
19908,False,True,537982,23600000,"['Comedy', 'Horror']","Columbus has made a habit of running from what scares him. Tallahassee doesn't have fears. If he did, he'd kick their ever-living ass. In a world overrun by zombies, these two are perfectly evolved survivors. But now, they're about to stare down the most terrifying prospect of all: each other.",11733,Pariah,10,2009,102391540,Nut up or shut up.
340102,False,False,,67000000,"['Science Fiction', 'Horror', 'Action', 'Mystery', 'Adventure']","Five young mutants, just discovering their abilities while held in a secret facility against their will, fight to escape their past sins and save themselves.",127928,20th Century Studios,4,2020,49169594,It's time to face your demons.
8961,False,True,14890,130000000,"['Action', 'Crime', 'Comedy']","Detectives Marcus Burnett and Mike Lowrey of the Miami Narcotics Task Force are tasked with stopping the flow of the drug ecstasy into Miami. They track the drugs to the whacked-out Cuban drug lord Johnny Tapia, who is also involved in a bloody war with Russian and Haitian mobsters. If that isn't bad enough, there's tension between the two detectives when Marcus discovers that playboy Mike is secretly romancing Marcus’ sister, Syd.",5,Columbia Pictures,7,2003,273300000,"If you can't stand the heat, get out of Miami."
865,False,False,,27000000,"['Action', 'Science Fiction', 'Thriller', 'Crime']","By 2017, the global economy has collapsed and U.S. society has become a totalitarian police state, censoring all cultural activity. The government pacifies the populace by broadcasting a number of game shows in which convicted criminals fight for their lives, including the gladiator-style The Running Man, hosted by the ruthless Damon Killian, where “runners” attempt to evade “stalkers” and certain death for a chance to be pardoned and set free.",23005,Braveworld Productions,11,1987,38122105,"It is the year 2019. ""The Running Man"" is a deadly game no one has ever survived. But Schwarzenegger has yet to play."
646,False,True,645,1200000,"['Adventure', 'Action', 'Thriller']","In the film that launched the James Bond saga, Agent 007 battles mysterious Dr. No, a scientific genius bent on destroying the U.S. space program. As the countdown to disaster begins, Bond must go to Jamaica, where he encounters beautiful Honey Ryder, to confront a megalomaniacal villain in his massive island headquarters.",60,United Artists,10,1962,59567035,Now meet the most extraordinary gentleman spy in all fiction!
10191,False,True,89137,165000000,"['Fantasy', 'Adventure', 'Animation', 'Family']","As the son of a Viking leader on the cusp of manhood, shy Hiccup Horrendous Haddock III faces a rite of passage: he must kill a dragon to prove his warrior mettle. But after downing a feared dragon, he realizes that he no longer wants to destroy it, and instead befriends the beast – which he names Toothless – much to the chagrin of his warrior father.",521,DreamWorks Animation,3,2010,494879471,One adventure will change two worlds
629176,False,True,1196165,100000000,"['Science Fiction', 'Crime', 'Action']","Thirteen year old Sam Cleary suspects that his mysteriously reclusive neighbor Mr. Smith is actually the legendary vigilante Samaritan, who was reported dead 25 years ago. With crime on the rise and the city on the brink of chaos, Sam makes it his mission to coax his neighbor out of hiding to save the city from ruin.",21,Metro-Goldwyn-Mayer,8,2022,0,25 years ago the world's greatest hero vanished.
49849,False,False,,163000000,"['Action', 'Science Fiction', 'Thriller', 'Western']","A stranger stumbles into the desert town of Absolution with no memory of his past and a futuristic shackle around his wrist. With the help of mysterious beauty Ella and the iron-fisted Colonel Dolarhyde, he finds himself leading an unlikely posse of cowboys, outlaws, and Apache warriors against a common enemy from beyond this world in an epic showdown for survival.",7,DreamWorks Pictures,7,2011,174822325,First Contact. Last Stand.
345887,False,True,523855,62000000,"['Action', 'Thriller', 'Crime']","Robert McCall, who serves an unflinching justice for the exploited and oppressed, embarks on a relentless, globe-trotting quest for vengeance when his former partner is murdered.",41096,Lonetree Entertainment,7,2018,190400157,There is no equal.
10196,False,False,,150000000,"['Action', 'Adventure', 'Fantasy']","The story follows the adventures of Aang, a young successor to a long line of Avatars, who must put his childhood ways aside and stop the Fire Nation from enslaving the Water, Earth and Air nations.",4,Paramount,6,2010,319713881,"Four nations, one destiny."
110415,False,False,,39200000,"['Action', 'Science Fiction', 'Drama']","In a future where a failed global-warming experiment kills off most life on the planet, a class system evolves aboard the Snowpiercer, a train that travels around the globe via a perpetual-motion engine.",7036,CJ Entertainment,8,2013,86758912,"AD 2031, the passengers in the train are the only survivors on Earth."
667739,False,False,,75000000,"['Action', 'Adventure', 'Comedy']","In a case of mistaken identity, the world’s deadliest assassin, known as the Man from Toronto, and a New York City screw-up are forced to team up after being confused for each other at a rental cabin.",1423,Escape Artists,12,2022,0,Hitman meets dead man.
399566,False,True,535313,200000000,"['Action', 'Science Fiction', 'Thriller']","In a time when monsters walk the Earth, humanity’s fight for its future sets Godzilla and Kong on a collision course that will see the two most powerful forces of nature on the planet collide in a spectacular battle for the ages.",923,Legendary Pictures,3,2021,470116094,One Will Fall
345940,False,True,742536,150000000,"['Action', 'Science Fiction', 'Horror']","A deep sea submersible pilot revisits his past fears in the Mariana Trench, and accidentally unleashes the seventy foot ancestor of the Great White Shark believed to be extinct.",56242,Apelles Entertainment,8,2018,530517320,Pleased to eat you.
1637,False,True,43064,30000000,"['Action', 'Adventure', 'Crime']","Jack Traven, an LAPD cop on SWAT detail, and veteran SWAT officer Harry Temple thwart an extortionist-bomber's scheme for a $3 million ransom. As they corner the bomber, he flees and detonates a bomb vest, seemingly killing himself. Weeks later, Jack witnesses a mass transit city bus explode and nearby a pay phone rings. On the phone is that same bomber looking for vengeance and the money he's owed. He gives a personal challenge to Jack: a bomb is rigged on another city bus - if it slows down below 50 mph, it will explode - bad enough any day, but a nightmare in LA traffic. And that's just the beginning...",25,20th Century Fox,6,1994,350448145,Get ready for rush hour.
7191,False,False,,25000000,"['Action', 'Thriller', 'Science Fiction']","Five young New Yorkers throw their friend a going-away party the night that a monster the size of a skyscraper descends upon the city. Told from the point of view of their video camera, the film is a document of their attempt to survive the most surreal, horrifying event of their lives.",11461,Bad Robot,1,2008,170764026,Some thing has found us.
348350,False,False,,250000000,"['Science Fiction', 'Adventure', 'Action']","Through a series of daring escapades deep within a dark and dangerous criminal underworld, Han Solo meets his mighty future copilot Chewbacca and encounters the notorious gambler Lando Calrissian.",1,Lucasfilm Ltd.,5,2018,392952373,Never tell him the odds.
9693,False,False,,76000000,"['Drama', 'Action', 'Thriller', 'Science Fiction']","In 2027, in a chaotic world in which humans can no longer procreate, a former activist agrees to help transport a miraculously pregnant woman to a sanctuary at sea, where her child's birth may help scientists save the future of humankind.",33,Universal Pictures,9,2006,70595464,No child has been born for 18 years. He must protect our only hope.
206647,False,True,645,245000000,"['Action', 'Adventure', 'Thriller']","A cryptic message from Bond’s past sends him on a trail to uncover a sinister organization. While M battles political forces to keep the secret service alive, Bond peels back the layers of deceit to reveal the terrible truth behind SPECTRE.",21,Metro-Goldwyn-Mayer,10,2015,880674609,
38700,False,True,14890,90000000,"['Thriller', 'Action', 'Crime']","Marcus and Mike are forced to confront new threats, career changes, and midlife crises as they join the newly created elite team AMMO of the Miami police department to take down the ruthless Armando Armas, the vicious leader of a Miami drug cartel.",5,Columbia Pictures,1,2020,426500000,Ride together. Die together.
8681,False,True,135483,25000000,"['Action', 'Thriller']","While vacationing with a friend in Paris, an American girl is kidnapped by a gang of human traffickers intent on selling her into forced prostitution. Working against the clock, her ex-spy father must pull out all the stops to save her. But with his best years possibly behind him, the job may be more than he can handle.",11845,Wintergreen Productions,2,2008,226830568,They took his daughter.  He'll take their lives.
545609,False,True,735127,65000000,"['Action', 'Thriller']","Tyler Rake, a fearless mercenary who offers his services on the black market, embarks on a dangerous mission when he is hired to rescue the kidnapped son of a Mumbai crime lord.",106544,AGBO,4,2020,0,"When the mission ends, redemption begins"
284052,False,True,618529,180000000,"['Action', 'Adventure', 'Fantasy']","After his career is destroyed, a brilliant but arrogant surgeon gets a new lease on life when a sorcerer takes him under her wing and trains him to defend the world against evil.",420,Marvel Studios,10,2016,676343174,The impossibilities are endless.
338970,False,False,,94000000,"['Action', 'Adventure', 'Fantasy']","Lara Croft, the fiercely independent daughter of a missing adventurer, must push herself beyond her limits when she finds herself on the island where her father disappeared.",10038,Square Enix,3,2018,274650803,Her legend begins.
68721,False,True,131292,200000000,"['Action', 'Adventure', 'Science Fiction']","When Tony Stark's world is torn apart by a formidable terrorist called the Mandarin, he starts an odyssey of rebuilding and retribution.",420,Marvel Studios,4,2013,1215577205,Unleash the power behind the armor.
87421,False,True,2794,38000000,"['Science Fiction', 'Action', 'Thriller']","Betrayed by his own kind and left for dead on a desolate planet, Riddick fights for survival against alien predators and becomes more powerful and dangerous than ever before. Soon bounty hunters from throughout the galaxy descend on Riddick only to find themselves pawns in his greater scheme for revenge. With his enemies right where he wants them, Riddick unleashes a vicious attack of vengeance before returning to his home planet of Furya to save it from destruction.",1225,One Race,9,2013,98337295,Survival Is His Revenge
2501,False,True,31562,60000000,"['Action', 'Drama', 'Mystery', 'Thriller']","Wounded to the brink of death and suffering from amnesia, Jason Bourne is rescued at sea by a fisherman. With nothing to go on but a Swiss bank account number, he starts to reconstruct his life, but finds that many people he encounters want him dead. However, Bourne realizes that he has the combat and mental skills of a world-class spy—but who does he work for?",33,Universal Pictures,6,2002,214034224,He was the perfect weapon until he became the target.
547016,False,True,847029,70000000,"['Action', 'Fantasy']",Four undying warriors who've secretly protected humanity for centuries become targeted for their mysterious powers just as they discover a new immortal.,82819,Skydance Media,7,2020,0,Forever is harder than it looks
1562,False,True,1565,15000000,"['Horror', 'Thriller', 'Science Fiction']","The inhabitants of the British Isles have lost their battle against the onslaught of disease, as the deadly rage virus has killed every citizen there. Six months later, a group of Americans dare to set foot on the isles, convinced the danger has come and gone. But it soon becomes all too clear that the scourge continues to live, waiting to pounce on its next victims.",284,DNA Films,4,2007,65100000,When days turn to weeks... the horror returns.
2164,False,False,,55000000,"['Action', 'Adventure', 'Science Fiction']","An interstellar teleportation device, found in Egypt, leads to a planet with humans resembling ancient Egyptians who worship the god Ra.",347,Centropolis Entertainment,10,1994,196567262,It will take you a million light years from home. But will it bring you back?
8592,False,False,,47000000,"['Adventure', 'Comedy', 'Crime']",The comic strip detective finds his life vastly complicated when Breathless Mahoney makes advances towards him while he is trying to battle Big Boy Caprice's united mob.,9195,Touchstone Pictures,4,1990,103738726,Their turf. Their game. Their rules. They didn't count on HIS law...
588228,False,True,848922,200000000,"['Action', 'Science Fiction', 'Adventure']","The world is stunned when a group of time travelers arrive from the year 2051 to deliver an urgent message: Thirty years in the future, mankind is losing a global war against a deadly alien species. The only hope for survival is for soldiers and civilians from the present to be transported to the future and join the fight. Among those recruited is high school teacher and family man Dan Forester. Determined to save the world for his young daughter, Dan teams up with a brilliant scientist and his estranged father in a desperate quest to rewrite the fate of the planet.",82819,Skydance Media,9,2021,14400000,The fight for tomorrow begins today.
146,False,True,290973,17000000,"['Adventure', 'Drama', 'Action', 'Romance']","Two warriors in pursuit of a stolen sword and a notorious fugitive are led to an impetuous, physically-skilled, teenage nobleman's daughter, who is at a crossroads in her life.",2269,China Film Co-Production Corporation,7,2000,213525736,"A timeless story of strength, secrets and two warriors who would never surrender."
9361,False,False,,40000000,"['Action', 'Adventure', 'Drama', 'History', 'Romance', 'War']","In war-torn colonial America, in the midst of a bloody battle between British, the French and Native American allies, the aristocratic daughter of a British Colonel and her party are captured by a group of Huron warriors. Fortunately, a group of three Mohican trappers comes to their rescue.",10210,Morgan Creek Entertainment,8,1992,75505856,An epic adventure and passionate romance unfold against the panorama of a frontier wilderness ravaged by war.
