tmdb_id,adult,belongs_to_collection,collection_id,budget,genres,overview,production_company_id,production_company_name,release_month,release_year,revenue,tagline
505642,False,True,529892,250000000,"['Action', 'Adventure', 'Science Fiction']","Queen Ramonda, Shuri, M’Baku, Okoye and the Dora Milaje fight to protect their nation from intervening world powers in the wake of King T’Challa’s death.  As the Wakandans strive to embrace their next chapter, the heroes must band together with the help of War Dog Nakia and Everett Ross and forge a new path for the kingdom of Wakanda.",420,Marvel Studios,11,2022,859102154,Forever.
76600,False,True,87096,460000000,"['Science Fiction', 'Adventure', 'Action']","Set more than a decade after the events of the first film, learn the story of the Sully family (Jake, Neytiri, and their kids), the trouble that follows them, the lengths they go to keep each other safe, the battles they fight to stay alive, and the tragedies they endure.",127928,20th Century Studios,12,2022,2320250281,Return to Pandora.
646389,False,True,1099094,25000000,['Action'],"After a heroic job of successfully landing his storm-damaged aircraft in a war zone, a fearless pilot finds himself between the agendas of multiple militias planning to take the plane and its passengers hostage.",73492,MadRiver Pictures,1,2023,51000000,Survive together or die alone.
545611,False,False,,25000000,"['Action', 'Adventure', 'Science Fiction']","An aging Chinese immigrant is swept up in an insane adventure, where she alone can save what's important to her by connecting with the lives she could have led in other universes.",41077,A24,3,2022,139200000,The universe is so much bigger than you realize.
385687,False,True,9485,340000000,"['Action', 'Crime', 'Thriller']","Over many missions and against impossible odds, Dom Toretto and his family have outsmarted, out-nerved and outdriven every foe in their path. Now, they confront the most lethal opponent they've ever faced: A terrifying threat emerging from the shadows of the past who's fueled by blood revenge, and who is determined to shatter this family and destroy everything—and everyone—that Dom loves, forever.",33,Universal Pictures,5,2023,704709660,The end of the road begins.
640146,False,True,422834,200000000,"['Action', 'Adventure', 'Science Fiction']","Super-Hero partners Scott Lang and Hope van Dyne, along with with Hope's parents Janet van Dyne and Hank Pym, and Scott's daughter Cassie Lang, find themselves exploring the Quantum Realm, interacting with strange new creatures and embarking on an adventure that will push them beyond the limits of what they thought possible.",420,Marvel Studios,2,2023,476071180,Witness the beginning of a new dynasty.
758009,False,False,,0,"['Action', 'Comedy', 'Romance']","Darcy and Tom gather their families for the ultimate destination wedding but when the entire party is taken hostage, “’Til Death Do Us Part” takes on a whole new meaning. Now, Darcy and Tom must save their loved ones—if they don’t kill each other first.",10227,Mandeville Films,12,2022,4495365,Save the day.
718930,False,False,,90000000,"['Action', 'Comedy', 'Thriller']","Unlucky assassin Ladybug is determined to do his job peacefully after one too many gigs gone off the rails. Fate, however, may have other plans, as Ladybug's latest mission puts him on a collision course with lethal adversaries from around the globe—all with connected, yet conflicting, objectives—on the world's fastest train.",121470,87North Productions,8,2022,239300000,The end of the line is just the beginning.
49046,False,False,,20000000,"['Drama', 'War', 'Action']","Paul Baumer and his friends Albert and Muller, egged on by romantic dreams of heroism, voluntarily enlist in the German army. Full of excitement and patriotic fervour, the boys enthusiastically march into a war they believe in. But once on the Western Front, they discover the soul-destroying horror of World War I.",36616,Amusement Park Films,10,2022,0,
361743,False,True,531330,170000000,"['Action', 'Drama']","After more than thirty years of service as one of the Navy’s top aviators, and dodging the advancement in rank that would ground him, Pete “Maverick” Mitchell finds himself training a detachment of TOP GUN graduates for a specialized mission the likes of which no living pilot has ever seen.",82819,Skydance Media,5,2022,1488732821,Feel the need... The need for speed.
864692,False,True,485645,29000000,"['Action', 'Adventure', 'Thriller', 'Drama']","A soldier caught by enemies and presumed dead comes back to complete his mission, accompanied by old companions and foes.",1569,Yash Raj Films,1,2023,130000000,There is a storm coming. Fasten your seatbelt.
877703,False,False,,0,"['Action', 'Fantasy', 'TV Movie']","The wolves are howling once again, as a terrifying ancient evil emerges in Beacon Hills. Scott McCall, no longer a teenager yet still an Alpha, must gather new allies and reunite trusted friends to fight back against this powerful and deadly enemy.",6329,MTV Entertainment Studios,1,2023,0,The pack is back.
284054,False,True,529892,200000000,"['Action', 'Adventure', 'Science Fiction']","King T'Challa returns home to the reclusive, technologically advanced African nation of Wakanda to serve as his country's new leader. However, T'Challa soon finds that he is challenged for the throne by factions within his own country as well as without. Using powers reserved to Wakandan kings, T'Challa assumes the Black Panther mantle to join with ex-girlfriend Nakia, the queen-mother, his princess-kid sister, members of the Dora Milaje (the Wakandan 'special forces') and an American secret agent, to prevent Wakanda from being dragged into a world war.",420,Marvel Studios,2,2018,1349926083,Long live the king.
414906,False,True,948485,185000000,"['Crime', 'Mystery', 'Thriller']","In his second year of fighting crime, Batman uncovers corruption in Gotham City that connects to his own family while facing a serial killer known as the Riddler.",101405,6th & Idaho,3,2022,771000000,Unmask the truth.
744,False,True,531330,15000000,"['Drama', 'Action', 'Adventure']","For Lieutenant Pete 'Maverick' Mitchell and his friend and co-pilot Nick 'Goose' Bradshaw, being accepted into an elite training school for fighter pilots is a dream come true. But a tragedy, as well as personal demons, will threaten Pete's dreams of becoming an ace pilot.",4,Paramount,5,1986,356830601,Up there with the best of the best.
19995,False,True,87096,237000000,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']","In the 22nd century, a paraplegic Marine is dispatched to the moon Pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization.",444,Dune Entertainment,12,2009,2923706026,Enter the world of Pandora.
842675,False,True,1073029,73800000,['Science Fiction'],"Humans built huge engines on the surface of the earth to find a new home. But the road to the universe is perilous. In order to save earth, young people once again have to step forward to start a race against time for life and death.",14714,China Film Group Corporation,1,2023,604400000,
436270,False,False,,200000000,"['Action', 'Adventure', 'Science Fiction']","Nearly 5,000 years after he was bestowed with the almighty powers of the Egyptian gods—and imprisoned just as quickly—Black Adam is freed from his earthly tomb, ready to unleash his unique form of justice on the modern world.",12,New Line Cinema,10,2022,393252111,Power born from rage.
739405,False,False,,50000000,"['Action', 'Thriller', 'Comedy', 'Adventure']",Special agent Orson Fortune and his team of operatives recruit one of Hollywood's biggest movie stars to help them on an undercover mission when the sale of a deadly new weapons technology threatens to disrupt the world order.,14,Miramax,1,2023,37800000,"In this operation, everyone has a part to play."
507086,False,True,328,165000000,"['Adventure', 'Action', 'Science Fiction']","Four years after Isla Nublar was destroyed, dinosaurs now live—and hunt—alongside humans all over the world. This fragile balance will reshape the future and determine, once and for all, whether human beings are to remain the apex predators ona planet they now share with history's most fearsome creatures.",56,Amblin Entertainment,6,2022,1001978080,The epic conclusion of the Jurassic era.
70160,False,True,131635,75000000,"['Science Fiction', 'Adventure', 'Fantasy']","Every year in the ruins of what was once North America, the nation of Panem forces each of its twelve districts to send a teenage boy and girl to compete in the Hunger Games.  Part twisted entertainment, part government intimidation tactic, the Hunger Games are a nationally televised event in which “Tributes” must fight with one another until one survivor remains.  Pitted against highly-trained Tributes who have prepared for these Games their entire lives, Katniss is forced to rely upon her sharp instincts as well as the mentorship of drunken former victor Haymitch Abernathy.  If she’s ever to return home to District 12, Katniss must make impossible choices in the arena that weigh survival against humanity and life against love. The world will be watching.",1632,Lionsgate,3,2012,694394724,May the odds be ever in your favor.
653851,False,False,,90000000,"['War', 'Drama', 'Action']",The harrowing true story of two elite US Navy fighter pilots during the Korean War. Their heroic sacrifices would ultimately make them the Navy's most celebrated wingmen.,33681,Black Label Media,11,2022,20000000,"In America’s forgotten war, they made history."
639933,False,False,,80000000,"['Action', 'Adventure', 'Fantasy']","Prince Amleth is on the verge of becoming a man when his father is brutally murdered by his uncle, who kidnaps the boy's mother. Two decades later, Amleth is now a Viking who's on a mission to save his mother, kill his uncle and avenge his father.",10146,Focus Features,4,2022,69633110,Conquer your fate.
438631,False,True,726871,165000000,"['Science Fiction', 'Adventure']","Paul Atreides, a brilliant and gifted young man born into a great destiny beyond his understanding, must travel to the most dangerous planet in the universe to ensure the future of his family and his people. As malevolent forces explode into conflict over the planet's exclusive supply of the most precious resource in existence-a commodity capable of unlocking humanity's greatest potential-only those who can conquer their fear will survive.",923,Legendary Pictures,9,2021,433758183,It begins.
298618,False,False,,220000000,"['Action', 'Adventure', 'Science Fiction']","When his attempt to save his family inadvertently alters the future, Barry Allen becomes trapped in a reality in which General Zod has returned and there are no Super Heroes to turn to. In order to save the world that he is in and return to the future that he knows, Barry's only hope is to race for his life. But will making the ultimate sacrifice be enough to reset the universe?",174,Warner Bros. Pictures,6,2023,268400000,Worlds collide.
648579,False,False,,30000000,"['Action', 'Comedy', 'Crime']","Creatively unfulfilled and facing financial ruin, Nick Cage must accept a $1 million offer to attend the birthday of a dangerous superfan. Things take a wildly unexpected turn when Cage is recruited by a CIA operative and forced to live up to his own legend, channeling his most iconic and beloved on-screen characters in order to save himself and his loved ones.",831,Saturn Films,4,2022,29116320,Nicolas Cage is Nick Cage.
724495,False,False,,50000000,"['Action', 'Drama', 'History']","The story of the Agojie, the all-female unit of warriors who protected the African Kingdom of Dahomey in the 1800s with skills and a fierceness unlike anything the world has ever seen, and General Nanisca as she trains the next generation of recruits and readies them for battle against an enemy determined to destroy their way of life.",559,TriStar Pictures,9,2022,97300000,Her reign begins.
579974,False,False,,69000000,"['Action', 'Drama', 'History']",A fictional history of two legendary revolutionaries' journey away from home before they began fighting for their country in the 1920s.,68594,DVV Entertainment,3,2022,160000000,"Rise, Roar, Revolt."
120,False,True,119,93000000,"['Adventure', 'Fantasy', 'Action']","Young hobbit Frodo Baggins, after inheriting a mysterious ring from his uncle Bilbo, must leave his home in order to keep it from falling into the hands of its evil creator. Along the way, a fellowship is formed to protect the ringbearer and make sure that the ring arrives at its final destination: Mt. Doom, the only place where it can be destroyed.",12,New Line Cinema,12,2001,871368364,One ring to rule them all
882569,False,False,,55000000,"['War', 'Action', 'Thriller']","During the war in Afghanistan, a local interpreter risks his own life to carry an injured sergeant across miles of grueling terrain.",47729,STXfilms,4,2023,20000000,A bond. A pledge. A commitment.
616037,False,True,131296,250000000,"['Fantasy', 'Action', 'Comedy']","After his retirement is interrupted by Gorr the God Butcher, a galactic killer who seeks the extinction of the gods, Thor Odinson enlists the help of King Valkyrie, Korg, and ex-girlfriend Jane Foster, who now wields Mjolnir as the Mighty Thor. Together they embark upon a harrowing cosmic adventure to uncover the mystery of the God Butcher’s vengeance and stop him before it’s too late.",420,Marvel Studios,7,2022,760900000,The one is not the only.
493529,False,False,,151000000,"['Adventure', 'Fantasy', 'Comedy']","A charming thief and a band of unlikely adventurers undertake an epic heist to retrieve a lost relic, but things go dangerously awry when they run afoul of the wrong people.",8147,Entertainment One,3,2023,208200000,No experience necessary.
1075519,False,False,,0,"['Mystery', 'Thriller', 'Action', 'Crime', 'Drama']","A thief fresh out of prison, tries to work his way back into the life of his daughter and ex-fiancé. Determined, he is forced to use the skills he has as a gifted locksmith. Things take a tumultuous turn after an unexpected disappearance.",151376,Chicken Soup for the Soul Entertainment,2,2023,0,
155,False,True,263,185000000,"['Drama', 'Action', 'Crime', 'Thriller']","Batman raises the stakes in his war on crime. With the help of Lt. Jim Gordon and District Attorney Harvey Dent, Batman sets out to dismantle the remaining criminal organizations that plague the streets. The partnership proves to be effective, but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizens of Gotham as the Joker.",429,DC Comics,7,2008,1004558444,Welcome to a world without rules.
27205,False,False,,160000000,"['Action', 'Science Fiction', 'Adventure']","Cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: ""inception"", the implantation of another person's idea into a target's subconscious.",923,Legendary Pictures,7,2010,825532764,Your mind is the scene of the crime.
634649,False,True,531241,200000000,"['Action', 'Adventure', 'Science Fiction']","Peter Parker is unmasked and no longer able to separate his normal life from the high-stakes of being a super-hero. When he asks for help from Doctor Strange the stakes become even more dangerous, forcing him to discover what it truly means to be Spider-Man.",420,Marvel Studios,12,2021,1921847111,The Multiverse unleashed.
335977,False,True,84,294700000,"['Adventure', 'Action']","Finding himself in a new era, and approaching retirement, Indy wrestles with fitting into a world that seems to have outgrown him. But as the tentacles of an all-too-familiar evil return in the form of an old rival, Indy must don his hat and pick up his whip once more to make sure an ancient and powerful artifact doesn't fall into the wrong hands.",1,Lucasfilm Ltd.,6,2023,383900000,His final adventure will be his greatest.
603692,False,True,404609,90000000,"['Action', 'Thriller', 'Crime']","With the price on his head ever increasing, John Wick uncovers a path to defeating The High Table. But before he can earn his freedom, Wick must face off against a new enemy with powerful alliances across the globe and forces that turn old friends into foes.",3528,Thunder Road,3,2023,440157245,"No way back, one way out."
98,False,True,1069584,103000000,"['Action', 'Drama', 'Adventure']","In the year 180, the death of emperor Marcus Aurelius throws the Roman Empire into chaos.  Maximus is one of the Roman army's most capable and trusted generals and a key advisor to the emperor.  As Marcus' devious son Commodus ascends to the throne, Maximus is set to be executed.  He escapes, but is captured by slave traders.  Renamed Spaniard and forced to become a gladiator, Maximus must battle to the death with other men for the amusement of paying audiences.",33,Universal Pictures,5,2000,465361176,What we do in life echoes in eternity.
299534,False,True,86311,356000000,"['Adventure', 'Science Fiction', 'Action']","After the devastating events of Avengers: Infinity War, the universe is in ruins due to the efforts of the Mad Titan, Thanos. With the help of remaining allies, the Avengers must assemble once more in order to undo Thanos' actions and restore order to the universe once and for all, no matter what consequences may be in store.",420,Marvel Studios,4,2019,2800000000,Avenge the fallen.
1003580,False,False,,0,"['Animation', 'Action', 'Science Fiction']","Kara, devastated by the loss of Krypton, struggles to adjust to her new life on Earth. Her cousin, Superman, mentors her and suggests she leave their space-time to attend the Legion Academy in the 31st century, where she makes new friends and a new enemy: Brainiac 5. Meanwhile, she must contend with a mysterious group called the Dark Circle as it searches for a powerful weapon held in the Academy’s vault.",2785,Warner Bros. Animation,2,2023,0,Meet the heroes in a class all their own.
700391,False,False,,45000000,"['Science Fiction', 'Action', 'Adventure', 'Thriller']","65 million years ago, the only 2 survivors of a spaceship from Somaris that crash-landed on Earth, must fend off dinosaurs to reach the escape vessel in time before an imminent asteroid strike threatens to destroy the planet.",122323,Raimi Productions,3,2023,55000000,"65 million years ago, prehistoric Earth had a visitor."
1058949,False,False,,0,"['Action', 'Crime', 'Thriller', 'Drama']","Erstwhile Special Forces operative Doc Alexander is asked to broker a truce with the Mexican drug cartel in secrecy. When Oklahoma Governor Richard Jeffs celebrates the execution of a high-ranking cartel member on TV, his Chief of Staff and Doc inform him about the peace he just ended. But it’s too late, as Cuco, the cartel’s hatchet man, has set his vengeful sights on Doc’s daughter Dixie.",115524,Roxwell Films,2,2023,0,
882826,False,False,,0,"['Action', 'Crime', 'Comedy', 'Adventure', 'Thriller']","At the age of just 30, Maanav at the peak of his acting career gets caught up in a murder accusation, which turns his own life into an eccentric action thriller as he flees the country, with a vengeful politician hot on his heels.",3522,T-Series,12,2022,0,
877269,False,False,,180000000,"['Animation', 'Family', 'Adventure', 'Science Fiction', 'Fantasy']","A journey deep into an uncharted and treacherous land, where fantastical creatures await the legendary Clades—a family of explorers whose differences threaten to topple their latest, and by far most crucial, mission.",2,Walt Disney Pictures,11,2022,73621640,Journey to a place where nothing is as it appears!
245891,False,True,404609,20000000,"['Action', 'Thriller']",Ex-hitman John Wick comes out of retirement to track down the gangsters that took everything from him.,23008,87Eleven,10,2014,88761661,Don't set him off.
522627,False,False,,22000000,"['Action', 'Crime', 'Comedy']","American expat Mickey Pearson has built a highly profitable marijuana empire in London. When word gets out that he’s looking to cash out of the business forever it triggers plots, schemes, bribery and blackmail in an attempt to steal his domain out from under him.",14,Miramax,1,2020,115171795,Criminal. Class.
335984,False,True,422837,150000000,"['Science Fiction', 'Drama']","Thirty years after the events of the first film, a new blade runner, LAPD Officer K, unearths a long-buried secret that has the potential to plunge what's left of society into chaos. K's discovery leads him on a quest to find Rick Deckard, a former LAPD blade runner who has been missing for 30 years.",1088,Alcon Entertainment,10,2017,259239658,The key to the future is finally unearthed.
385128,False,True,9485,200000000,"['Action', 'Adventure', 'Crime']",Dominic Toretto and his crew battle the most skilled assassin and high-performance driver they've ever encountered: his forsaken brother.,333,Original Film,5,2021,726229501,Not all blood is family.
899112,False,True,1078456,20000000,"['Action', 'Comedy', 'Crime', 'Fantasy']","When a team of mercenaries breaks into a wealthy family compound on Christmas Eve, taking everyone inside hostage, the team isn’t prepared for a surprise combatant: Santa Claus is on the grounds, and he’s about to show why this Nick is no saint.",121470,87North Productions,11,2022,75734910,You better watch out.
961484,False,False,,0,"['Action', 'Thriller']","After Will Spann's wife suddenly vanishes at a gas station, his desperate search to find her leads him down a dark path that forces him to run from authorities and take the law into his own hands.",6626,Voltage Pictures,5,2022,5950199,He'll stop at nothing to get her back.
615457,False,True,1129084,17000000,"['Action', 'Thriller']","Hutch Mansell, a suburban dad, overlooked husband, nothing neighbor — a ""nobody."" When two thieves break into his home one night, Hutch's unknown long-simmering rage is ignited and propels him on a brutal path that will uncover dark secrets he fought to leave behind.",121470,87North Productions,3,2021,61779301,Never underestimate a nobody
603,False,True,2344,63000000,"['Action', 'Science Fiction']","Set in the 22nd century, The Matrix tells the story of a computer hacker who joins a group of underground insurgents fighting the vast and powerful computers who now rule the earth.",79,Village Roadshow Pictures,3,1999,463517383,Believe the unbelievable.
725201,False,True,1005134,200000000,"['Action', 'Thriller']","When a shadowy CIA agent uncovers damning agency secrets, he's hunted across the globe by a sociopathic rogue operative who's put a bounty on his head.",106544,AGBO,7,2022,454023,"We're gonna train you to kill bad guys. And since you've already killed one, it shouldn't be too difficult."
447365,False,True,284433,250000000,"['Science Fiction', 'Adventure', 'Action']","Peter Quill, still reeling from the loss of Gamora, must rally his team around him to defend the universe along with protecting one of their own. A mission that, if not completed successfully, could quite possibly lead to the end of the Guardians as we know them.",420,Marvel Studios,5,2023,845600000,Once more with feeling.
85,False,True,84,18000000,"['Adventure', 'Action']","When Dr. Indiana Jones – the tweed-suited professor who just happens to be a celebrated archaeologist – is hired by the government to locate the legendary Ark of the Covenant, he finds himself up against the entire Nazi regime.",4,Paramount,6,1981,389925971,Indiana Jones - the new hero from the creators of JAWS and STAR WARS.
602,False,True,304378,75000000,"['Action', 'Adventure', 'Science Fiction']","On July 2, a giant alien mothership enters orbit around Earth and deploys several dozen saucer-shaped 'destroyer' spacecraft that quickly lay waste to major cities around the planet. On July 3, the United States conducts a coordinated counterattack that fails. On July 4, a plan is devised to gain access to the interior of the alien mothership in space, in order to plant a nuclear missile.",25,20th Century Fox,6,1996,817400891,The question of whether or not we are alone in the universe has been answered.
22538,False,False,,85000000,"['Action', 'Comedy', 'Romance']","As bass guitarist for a garage-rock band, Scott Pilgrim has never had trouble getting a girlfriend; usually, the problem is getting rid of them. But when Ramona Flowers skates into his heart, he finds she has the most troublesome baggage of all: an army of ex-boyfriends who will stop at nothing to eliminate him from her list of suitors.",2527,Marc Platt Productions,8,2010,48000000,An epic of epic epicness.
9799,False,True,9485,38000000,"['Action', 'Crime', 'Thriller']","Dominic Toretto is a Los Angeles street racer suspected of masterminding a series of big-rig hijackings. When undercover cop Brian O'Conner infiltrates Toretto's iconoclastic crew, he falls for Toretto's sister and must choose a side: the gang or the LAPD.",26281,Ardustry Entertainment,6,2001,207283925,"If you have what it takes, you can have it all."
299054,False,True,126125,100000000,"['Action', 'Adventure', 'Thriller']","Armed with every weapon they can get their hands on and the skills to use them, The Expendables are the world’s last line of defense and the team that gets called when all other options are off the table. But new team members with new styles and tactics are going to give “new blood” a whole new meaning.",1020,Millennium Media,9,2023,58000000,They'll die when they're dead.
11867,False,False,,9000000,"['Science Fiction', 'Action', 'Adventure']","A sexy nightclub owner, Barb Wire moonlights as a mercenary in Steel Harbor, one of the last free zones in the now fascist United States. When scientist Cora Devonshire wanders into Barb's establishment, she gets roped into a top-secret government plot involving biological weapons. Soon Barb is reunited with her old flame Axel Hood, who is now Cora's husband and a guerrilla fighter, resulting in plenty of tense action.",1382,PolyGram Filmed Entertainment,5,1996,3793614,Don't call me babe!
370172,False,True,645,250000000,"['Action', 'Adventure', 'Thriller']","Bond has left active service and is enjoying a tranquil life in Jamaica. His peace is short-lived when his old friend Felix Leiter from the CIA turns up asking for help. The mission to rescue a kidnapped scientist turns out to be far more treacherous than expected, leading Bond onto the trail of a mysterious villain armed with dangerous new technology.",7576,EON Productions,9,2021,774153007,The mission that changes everything begins…
335787,False,True,1216426,120000000,"['Action', 'Adventure']","A young street-smart, Nathan Drake and his wisecracking partner Victor “Sully” Sullivan embark on a dangerous pursuit of “the greatest treasure never found” while also tracking clues that may lead to Nathan’s long-lost brother.",5,Columbia Pictures,2,2022,407100000,Fortune favors the bold.
577922,False,False,,205000000,"['Action', 'Thriller', 'Science Fiction']","Armed with only one word - Tenet - and fighting for the survival of the entire world, the Protagonist journeys through a twilight world of international espionage on a mission that will unfold in something beyond real time.",174,Warner Bros. Pictures,8,2020,365304105,Time runs out.
594767,False,True,724848,125000000,"['Comedy', 'Action', 'Fantasy']","Billy Batson and his foster siblings, who transform into superheroes by saying ""Shazam!"", are forced to get back into action and fight the Daughters of Atlas, who they must stop from using a weapon that could destroy the world.",12,New Line Cinema,3,2023,133838006,Oh. My. Gods.
949,False,True,1048282,60000000,"['Action', 'Crime', 'Drama']",Obsessive master thief Neil McCauley leads a top-notch crew on various daring heists throughout Los Angeles while determined detective Vincent Hanna pursues him without rest. Each man recognizes and respects the ability and the dedication of the other even though they are aware their cat-and-mouse game may end in violence.,174,Warner Bros. Pictures,12,1995,187400000,A Los Angeles crime saga.
436969,False,True,531242,185000000,"['Action', 'Comedy', 'Adventure']","Supervillains Harley Quinn, Bloodsport, Peacemaker and a collection of nutty cons at Belle Reve prison join the super-secret, super-shady Task Force X as they are dropped off at the remote, enemy-infused island of Corto Maltese.",128064,DC Films,7,2021,168717425,They're dying to save the world.
564,False,True,1733,80000000,"['Adventure', 'Action', 'Fantasy']",Dashing legionnaire Rick O'Connell stumbles upon the hidden ruins of Hamunaptra while in the midst of a battle to claim the area in 1920s Egypt. It has been over three thousand years since former High Priest Imhotep suffered a fate worse than death as a punishment for a forbidden love—along with a curse that guarantees eternal doom upon the world if he is ever awoken.,33,Universal Pictures,4,1999,415885488,The sands will rise. The heavens will part. The power will be unleashed.
374720,False,False,,150000000,"['War', 'Action', 'Drama']","The story of the miraculous evacuation of Allied soldiers from Belgium, Britain, Canada and France, who were cut off and surrounded by the German army from the beaches and harbour of Dunkirk between May 26th and June 4th 1940 during World War II.",174,Warner Bros. Pictures,7,2017,527000000,"When 400,000 men couldn't get home, home came for them."
329,False,True,328,63000000,"['Adventure', 'Science Fiction']","A wealthy entrepreneur secretly creates a theme park featuring living dinosaurs drawn from prehistoric DNA. Before opening day, he invites a team of experts and his two eager grandchildren to experience the park and help calm anxious investors. However, the park is anything but amusing as the security systems go off-line and the dinosaurs escape.",33,Universal Pictures,6,1993,920100000,An adventure 65 million years in the making.
343668,False,True,391860,104000000,"['Action', 'Adventure', 'Comedy']","When an attack on the Kingsman headquarters takes place and a new villain rises, Eggsy and Merlin are forced to work together with the American agency known as the Statesman to save the world.",25,20th Century Fox,9,2017,410900000,A proper spy movie.
847,False,False,,35000000,"['Action', 'Adventure', 'Fantasy']","The evil Queen Bavmorda hunts the newborn princess Elora Danan, a child prophesied to bring about her downfall. When the royal infant is found by Willow, a timid farmer and aspiring sorcerer, he's entrusted with delivering her from evil.",21,Metro-Goldwyn-Mayer,5,1988,57300000,A world where heroes come in all sizes and adventure is the greatest magic of all.
102899,False,True,422834,130000000,"['Science Fiction', 'Action', 'Adventure']","Armed with the astonishing ability to shrink in scale but increase in strength, master thief Scott Lang must embrace his inner-hero and help his mentor, Doctor Hank Pym, protect the secret behind his spectacular Ant-Man suit from a new generation of towering threats. Against seemingly insurmountable obstacles, Pym and Lang must plan and pull off a heist that will save the world.",420,Marvel Studios,7,2015,519311965,Heroes don't get any bigger.
137113,False,False,,178000000,"['Action', 'Science Fiction']","Major Bill Cage is an officer who has never seen a day of combat when he is unceremoniously demoted and dropped into combat. Cage is killed within minutes, managing to take an alpha alien down with him. He awakens back at the beginning of the same day and is forced to fight and die again... and again - as physical contact with the alien has thrown him into a time loop.",41624,RatPac Entertainment,5,2014,370541256,Live. Die. Repeat.
122,False,True,119,94000000,"['Adventure', 'Fantasy', 'Action']","Aragorn is revealed as the heir to the ancient kings as he, Gandalf and the other members of the broken fellowship struggle to save Gondor from Sauron's forces. Meanwhile, Frodo and Sam take the ring closer to the heart of Mordor, the dark lord's realm.",12,New Line Cinema,12,2003,1118888979,The journey ends.
752623,False,False,,74000000,"['Action', 'Adventure', 'Comedy']","Reclusive author Loretta Sage writes about exotic places in her popular adventure novels that feature a handsome cover model named Alan. While on tour promoting her new book with Alan, Loretta gets kidnapped by an eccentric billionaire who hopes she can lead him to the ancient city's lost treasure that featured in her latest story. Alan, determined to prove he can be a hero in real life and not just on the pages of her books, sets off to rescue her.",4,Paramount,3,2022,192907684,The adventure is real. The heroes are not.
693134,False,True,726871,190000000,"['Science Fiction', 'Adventure']","Follow the mythic journey of Paul Atreides as he unites with Chani and the Fremen while on a path of revenge against the conspirators who destroyed his family. Facing a choice between the love of his life and the fate of the known universe, Paul endeavors to prevent a terrible future only he can foresee.",923,Legendary Pictures,2,2024,574672149,Long live the fighters.
101299,False,True,131635,130000000,"['Adventure', 'Action', 'Science Fiction']","Katniss Everdeen has returned home safe after winning the 74th Annual Hunger Games along with fellow tribute Peeta Mellark. Winning means that they must turn around and leave their family and close friends, embarking on a ""Victor's Tour"" of the districts. Along the way Katniss senses that a rebellion is simmering, but the Capitol is still very much in control as President Snow prepares the 75th Annual Hunger Games (The Quarter Quell) - a competition that could change Panem forever.",1632,Lionsgate,11,2013,865011746,Remember who the enemy is.
581726,False,False,,0,"['Science Fiction', 'Action', 'Thriller']","Evan McCauley has skills he never learned and memories of places he has never visited. Self-medicated and on the brink of a mental breakdown, a secret group that call themselves “Infinites” come to his rescue, revealing that his memories are real.",435,di Bonaventura Pictures,9,2021,0,Many lives. Unlimited potential.
359724,False,False,,97600000,"['Drama', 'Action', 'History']","American car designer Carroll Shelby and the British-born driver Ken Miles work together to battle corporate interference, the laws of physics, and their own personal demons to build a revolutionary race car for Ford Motor Company and take on the dominating race cars of Enzo Ferrari at the 24 Hours of Le Mans in France in 1966.",25,20th Century Fox,11,2019,225508210,They took the American dream for a ride
476669,False,True,391860,100000000,"['Action', 'Comedy', 'Adventure', 'Thriller']","As a collection of history's worst tyrants and criminal masterminds gather to plot a war to wipe out millions, one man must race against time to stop them.",5374,Marv,12,2021,125900000,Witness the bloody origin.
453395,False,True,618529,200000000,"['Fantasy', 'Action', 'Adventure']","Doctor Strange, with the help of mystical allies both old and new, traverses the mind-bending and dangerous alternate realities of the Multiverse to confront a mysterious new adversary.",420,Marvel Studios,5,2022,955775804,Enter a new dimension of Strange.
760741,False,False,,0,"['Thriller', 'Action', 'Horror', 'Adventure', 'Drama']","A recently widowed man and his two teenage daughters travel to a game reserve in South Africa. However, their journey of healing soon turns into a fight for survival when a bloodthirsty lion starts to stalk them.",62693,RVK Studios,8,2022,56000000,Fight for family.
524434,False,False,,200000000,"['Science Fiction', 'Action', 'Adventure']","The Eternals are a team of ancient aliens who have been living on Earth in secret for thousands of years. When an unexpected tragedy forces them out of the shadows, they are forced to reunite against mankind’s most ancient enemy, the Deviants.",420,Marvel Studios,11,2021,402064899,In the beginning...
118340,False,True,284433,170000000,"['Action', 'Science Fiction', 'Adventure']","Light years from Earth, 26 years after being abducted, Peter Quill finds himself the prime target of a manhunt after discovering an orb wanted by Ronan the Accuser.",420,Marvel Studios,7,2014,772776600,All heroes start somewhere.
101,False,False,,16000000,"['Crime', 'Drama', 'Action']","Léon, the top hit man in New York, has earned a rep as an effective ""cleaner"". But when his next-door neighbors are wiped out by a loose-cannon DEA agent, he becomes the unwilling custodian of 12-year-old Mathilda. Before long, Mathilda's thoughts turn to revenge, and she considers following in Léon's footsteps.",9,Gaumont,9,1994,45284974,"If you want the job done right, hire a professional."
