source_actor,target_actor,year,roi
14562,17288,1961.0,3.816666666666667
11076,17702,2011.0,2.557777777777778
6561,17702,2011.0,2.557777777777778
6561,11076,2011.0,2.557777777777778
6735,8545,1985.0,5.827282545454546
4801,8545,1985.0,5.827282545454546
201,7411,2015.0,1.842603464516129
7411,14542,2015.0,1.842603464516129
201,14542,2015.0,1.842603464516129
13334,17158,2010.0,-0.42469090625
13739,17158,2010.0,-0.42469090625
13334,13739,2010.0,-0.42469090625
7462,18162,2004.0,0.07934317419354839
7462,8364,2004.0,0.07934317419354839
8364,18162,2004.0,0.07934317419354839
7754,14659,1986.0,22.788706733333335
7754,8364,1986.0,22.788706733333335
8364,14659,1986.0,22.788706733333335
230,15527,2008.0,0.5890148714285715
230,15527,2003.0,2.55
7225,15527,2008.0,0.5890148714285715
230,7225,2008.0,0.5890148714285715
4905,9714,2022.0,-0.029456
2396,4905,2022.0,-0.029456
2396,9714,2022.0,-0.029456
13405,15447,2021.0,-0.9827195
762,15447,2021.0,-0.9827195
762,13405,2021.0,-0.9827195
7803,15755,2006.0,-0.47480314285714287
15755,18088,2006.0,-0.47480314285714287
1945,2776,2007.0,2.486649672727273
1945,8246,2007.0,2.486649672727273
2776,8246,2007.0,2.486649672727273
2673,13314,2021.0,4.38
3273,13314,2021.0,4.38
2673,3273,2021.0,4.38
2419,13246,2013.0,1.48818
13246,15884,2013.0,1.48818
2419,15884,2013.0,1.48818
12421,15539,1995.0,1.3200079090909091
12421,17509,1995.0,1.3200079090909091
15539,17509,1995.0,1.3200079090909091
12421,17780,1979.0,-0.2125
836,12421,1979.0,-0.2125
836,17780,1979.0,-0.2125
15012,17459,1987.0,-0.9986
232,15012,1987.0,-0.9986
232,17459,1987.0,-0.9986
4665,14385,2018.0,1.15674892
2075,4665,2018.0,1.15674892
2075,14385,2018.0,1.15674892
3315,10781,2018.0,0.09625905263157895
3315,12228,2018.0,0.09625905263157895
10781,12228,2018.0,0.09625905263157895
2168,3616,1979.0,5.1855323235294115
2168,16681,1979.0,5.1855323235294115
3616,16681,1979.0,5.1855323235294115
3327,14162,1986.0,64.6407012
11717,14162,1986.0,64.6407012
141,13583,2007.0,0.47375055555555556
6255,13583,2007.0,0.47375055555555556
141,6255,2007.0,0.47375055555555556
7154,7411,1985.0,4.75
7411,11379,1985.0,4.75
7154,11379,1985.0,4.75
8315,13129,1967.0,99.0
13129,15556,1967.0,99.0
8315,15556,1967.0,99.0
337,14508,1995.0,-0.8374202
686,14508,1995.0,-0.8374202
337,686,1995.0,-0.8374202
306,6446,2019.0,0.013333333333333334
306,11513,2019.0,0.013333333333333334
6446,11513,2019.0,0.013333333333333334
5393,10932,2005.0,-0.542
5393,16488,2005.0,-0.542
10932,16488,2005.0,-0.542
4595,8405,2009.0,0.95211894
4469,4595,2009.0,0.95211894
4469,8405,2009.0,0.95211894
16311,16445,2008.0,0.43004794444444444
10353,16311,2008.0,0.43004794444444444
10353,16445,2008.0,0.43004794444444444
9640,11795,2023.0,2.7814293499308436
11795,12212,2023.0,2.7814293499308436
9640,12212,2023.0,2.7814293499308436
13942,15350,2011.0,4.763076923076923
15350,16839,2011.0,4.763076923076923
5164,18073,1998.0,0.0154386
4874,18073,1998.0,0.0154386
4874,5164,1998.0,0.0154386
4765,5612,2011.0,1.8768765461538461
5612,7481,2011.0,1.8768765461538461
5612,7481,2008.0,0.59860059375
4765,7481,2011.0,1.8768765461538461
1387,5127,2017.0,-0.32224276315789474
1387,5978,2017.0,-0.32224276315789474
5127,5978,2017.0,-0.32224276315789474
9633,12806,1992.0,-0.2241682857142857
7883,12806,1992.0,-0.2241682857142857
7883,9633,1992.0,-0.2241682857142857
14160,14762,1986.0,2.19271756
12824,14160,1986.0,2.19271756
12824,14762,1986.0,2.19271756
5761,15419,2020.0,-0.8717915094339622
5761,9624,2020.0,-0.8717915094339622
9624,15419,2020.0,-0.8717915094339622
12390,13319,2007.0,2.689787
8543,12390,2007.0,2.689787
8543,13319,2007.0,2.689787
6041,8008,2011.0,0.0848816
5612,6041,2011.0,0.0848816
5612,8008,2011.0,0.0848816
1322,17921,2001.0,2.6221174
13575,17921,2001.0,2.6221174
1322,13575,2001.0,2.6221174
3985,14937,1940.0,0.17647058823529413
4863,14937,1940.0,0.17647058823529413
3985,4863,1940.0,0.17647058823529413
6645,13146,2012.0,5.871428571428571
6185,13146,2012.0,5.871428571428571
6185,6645,2012.0,5.871428571428571
1764,13964,2007.0,-0.15
5357,13964,2007.0,-0.15
1764,5357,2007.0,-0.15
4841,8165,2016.0,-0.48404868
177,8165,2016.0,-0.48404868
177,4841,2016.0,-0.48404868
4905,16737,2011.0,-0.18180182
4905,6611,2011.0,-0.18180182
6611,16737,2011.0,-0.18180182
5726,13209,1983.0,1.4465256
5726,9669,1983.0,1.4465256
9669,13209,1983.0,1.4465256
3337,6946,1998.0,1.7849981777777777
3337,16253,1998.0,1.7849981777777777
3337,16253,2001.0,-0.18037383177570093
6946,16253,1998.0,1.7849981777777777
9241,12748,1974.0,10.38095042857143
313,9910,2008.0,7.033275764705882
313,5097,2008.0,7.033275764705882
5097,9910,2008.0,7.033275764705882
7462,12077,2006.0,0.21333333333333335
5741,12077,2006.0,0.21333333333333335
5741,7462,2006.0,0.21333333333333335
1774,13246,2010.0,-0.05117111
13246,17816,2010.0,-0.05117111
1774,17816,2010.0,-0.05117111
1962,6885,2016.0,-0.2267254
6885,17744,2016.0,-0.2267254
1962,17744,2016.0,-0.2267254
169,3342,2002.0,2.9642857142857144
3342,15877,2002.0,2.9642857142857144
169,15877,2002.0,2.9642857142857144
239,12872,2018.0,1.6821428571428572
239,16154,2018.0,1.6821428571428572
12872,16154,2018.0,1.6821428571428572
1052,15534,1999.0,8.455058424242424
15233,15534,1999.0,8.455058424242424
15233,15534,1997.0,3.103742303030303
1052,15233,1999.0,8.455058424242424
6993,10132,2014.0,1.1733333333333333
6993,7760,2014.0,1.1733333333333333
7760,10132,2014.0,1.1733333333333333
4020,18083,1991.0,0.6066666666666667
4020,14991,1991.0,0.6066666666666667
14991,18083,1991.0,0.6066666666666667
12077,16728,2014.0,2.544811615
9731,12077,2014.0,2.544811615
7352,15447,2019.0,-0.9989255555555555
285,15447,2019.0,-0.9989255555555555
285,7352,2019.0,-0.9989255555555555
30,9517,1994.0,2.482258064516129
30,9095,1994.0,2.482258064516129
30,9095,1992.0,2.957777777777778
9095,9517,1994.0,2.482258064516129
747,15755,1995.0,2.6285714285714286
747,15755,2022.0,4.385555555555555
747,15755,2011.0,3.2691344384615384
747,17224,1995.0,2.6285714285714286
15755,17224,1995.0,2.6285714285714286
9520,12806,2011.0,-0.7505156666666667
12806,14784,2011.0,-0.7505156666666667
9520,14784,2011.0,-0.7505156666666667
7792,16642,2016.0,0.37399846666666664
5147,16642,2016.0,0.37399846666666664
5147,7792,2016.0,0.37399846666666664
4332,13718,2016.0,-0.9987117575757576
3446,4332,2016.0,-0.9987117575757576
3446,13718,2016.0,-0.9987117575757576
4756,13216,1992.0,2.5
4756,13216,2019.0,1.0781448294117648
4756,4836,1992.0,2.5
4836,13216,1992.0,2.5
5967,6735,1988.0,2.000247793650794
4801,5967,1988.0,2.000247793650794
11796,17921,2010.0,2.74468036
17921,17987,2010.0,2.74468036
11796,17987,2010.0,2.74468036
11796,17987,2018.0,0.2683333333333333
11796,17987,2013.0,5.279295175
17706,17769,2022.0,3.1675675675675676
4227,17706,2022.0,3.1675675675675676
4227,17769,2022.0,3.1675675675675676
2817,10586,2012.0,0.36976786666666667
61,10586,2012.0,0.36976786666666667
61,2817,2012.0,0.36976786666666667
8554,13751,2014.0,2.0689095545454546
8554,11653,2014.0,2.0689095545454546
11653,13751,2014.0,2.0689095545454546
7564,17529,2004.0,5.190929666666666
7564,10802,2004.0,5.190929666666666
10802,17529,2004.0,5.190929666666666
735,1601,1989.0,1.011706375
1304,1601,1989.0,1.011706375
735,1304,1989.0,1.011706375
3085,12893,2016.0,-0.37
2008,12893,2016.0,-0.37
2008,3085,2016.0,-0.37
1259,4176,2023.0,0.22
4176,4756,2023.0,0.22
1259,4756,2023.0,0.22
4431,13720,2006.0,-0.4411764705882353
4431,11169,2006.0,-0.4411764705882353
11169,13720,2006.0,-0.4411764705882353
10932,15005,1991.0,-0.6767510434782609
8730,10932,1991.0,-0.6767510434782609
8730,15005,1991.0,-0.6767510434782609
30,841,1992.0,2.957777777777778
841,9095,1992.0,2.957777777777778
13932,18001,2006.0,-0.638095238095238
10427,13932,2006.0,-0.638095238095238
10427,18001,2006.0,-0.638095238095238
2817,17921,2013.0,-0.379692875
1641,17921,2013.0,-0.379692875
1641,2817,2013.0,-0.379692875
8051,13890,2011.0,-0.7238295
8051,16719,2011.0,-0.7238295
13890,16719,2011.0,-0.7238295
6510,7354,1998.0,-0.80541032
6510,8404,1998.0,-0.80541032
7354,8404,1998.0,-0.80541032
1598,15884,2015.0,1.1306030204081632
2906,15884,2015.0,1.1306030204081632
1598,2906,2015.0,1.1306030204081632
1442,4905,2018.0,-0.7243693333333333
4905,15521,2018.0,-0.7243693333333333
1442,15521,2018.0,-0.7243693333333333
9602,17240,2018.0,124.002821
16879,17240,2018.0,124.002821
16879,17240,2015.0,11.353638
9602,16879,2018.0,124.002821
4595,5223,2024.0,-0.53928815
282,5223,2024.0,-0.53928815
282,4595,2024.0,-0.53928815
282,10503,2016.0,2.594281551724138
282,1407,2016.0,2.594281551724138
7481,17596,2008.0,0.59860059375
5612,17596,2008.0,0.59860059375
955,4020,2010.0,1.3630714285714285
4020,13865,2010.0,1.3630714285714285
955,13865,2010.0,1.3630714285714285
3282,4905,2012.0,-0.9398126571428571
4905,15774,2012.0,-0.9398126571428571
3282,15774,2012.0,-0.9398126571428571
3337,7167,2019.0,0.71616764
3337,13761,2019.0,0.71616764
7167,13761,2019.0,0.71616764
3226,9562,1988.0,-0.9446829
9562,16333,1988.0,-0.9446829
3226,16333,1988.0,-0.9446829
6557,8334,2016.0,1.305
3100,6557,2016.0,1.305
3100,8334,2016.0,1.305
5726,9194,1984.0,7.946043529411765
5726,15220,1984.0,7.946043529411765
9194,15220,1984.0,7.946043529411765
6120,16776,2004.0,0.9831594769230769
6120,11162,2004.0,0.9831594769230769
11162,16776,2004.0,0.9831594769230769
3206,6946,1995.0,0.34285714285714286
2817,3206,1995.0,0.34285714285714286
2817,6946,1995.0,0.34285714285714286
2870,6809,2018.0,-0.8291362
2870,13314,2018.0,-0.8291362
1834,15656,2001.0,0.48345155102040815
1834,11761,2001.0,0.48345155102040815
11761,15656,2001.0,0.48345155102040815
4377,9000,2020.0,1.511666294117647
4377,8683,2020.0,1.511666294117647
8683,9000,2020.0,1.511666294117647
13991,15821,2011.0,0.09503051219512196
9812,15821,2011.0,0.09503051219512196
9812,13991,2011.0,0.09503051219512196
13300,17964,2004.0,-0.16
5900,17964,2004.0,-0.16
5900,13300,2004.0,-0.16
3322,6583,1993.0,0.63614372
5865,6583,1993.0,0.63614372
3322,5865,1993.0,0.63614372
12575,12687,2008.0,-0.7234618
2794,12687,2008.0,-0.7234618
2794,12575,2008.0,-0.7234618
6836,17643,2011.0,1.998
7170,17643,2011.0,1.998
6836,7170,2011.0,1.998
6120,8884,2002.0,1.870556148148148
534,8884,2002.0,1.870556148148148
2817,11796,2007.0,0.2727272727272727
2817,15088,2007.0,0.2727272727272727
11796,15088,2007.0,0.2727272727272727
1779,5175,1991.0,0.51
1779,2988,1991.0,0.51
2988,5175,1991.0,0.51
6153,17426,2023.0,1.4
14202,17426,2023.0,1.4
6153,14202,2023.0,1.4
2968,16718,1998.0,6.419354838709677
2953,2968,1998.0,6.419354838709677
2953,16718,1998.0,6.419354838709677
5215,12029,2017.0,0.39877145
5215,9517,2017.0,0.39877145
9517,12029,2017.0,0.39877145
8902,14160,2002.0,-0.92896027
4839,14160,2002.0,-0.92896027
4839,8902,2002.0,-0.92896027
2686,15084,2014.0,5.62667752
2686,6041,2014.0,5.62667752
1945,3217,1991.0,-0.7351064615384615
1945,4399,1991.0,-0.7351064615384615
3217,4399,1991.0,-0.7351064615384615
4205,9909,1987.0,-0.040740740740740744
4205,15840,1987.0,-0.040740740740740744
9909,15840,1987.0,-0.040740740740740744
2344,5097,2007.0,1.8120292647058824
5097,10978,2007.0,1.8120292647058824
2344,10978,2007.0,1.8120292647058824
4185,6502,2017.0,0.35523809523809524
4185,15735,2017.0,0.35523809523809524
6502,15735,2017.0,0.35523809523809524
16305,16400,2020.0,-0.6657894736842105
52,16305,2020.0,-0.6657894736842105
52,16400,2020.0,-0.6657894736842105
1945,10865,2012.0,0.5680666666666667
10865,14264,2012.0,0.5680666666666667
1945,14264,2012.0,0.5680666666666667
2419,14084,2007.0,-0.0033340142857142857
2073,2419,2007.0,-0.0033340142857142857
2073,14084,2007.0,-0.0033340142857142857
4205,10553,2004.0,-0.5331293333333333
4035,4205,2004.0,-0.5331293333333333
4035,10553,2004.0,-0.5331293333333333
5207,7411,2002.0,-0.0778537294117647
7411,14251,2002.0,-0.0778537294117647
5207,14251,2002.0,-0.0778537294117647
4020,16445,1998.0,6.4157898181818185
16445,17744,1998.0,6.4157898181818185
4039,13162,2011.0,3.359546566666667
4039,13162,2023.0,-0.68686685
6778,13162,2011.0,3.359546566666667
4039,6778,2011.0,3.359546566666667
10426,15527,2017.0,0.8871846333333333
1290,10426,2017.0,0.8871846333333333
1290,15527,2017.0,0.8871846333333333
954,11162,2015.0,0.22335215384615384
6185,11162,2015.0,0.22335215384615384
954,6185,2015.0,0.22335215384615384
7396,12243,2011.0,0.3051521833333333
4859,7396,2011.0,0.3051521833333333
4859,12243,2011.0,0.3051521833333333
3227,13246,2016.0,2.4623742833333333
2827,13246,2016.0,2.4623742833333333
2827,3227,2016.0,2.4623742833333333
6366,14639,2013.0,1.167857142857143
6366,12961,2013.0,1.167857142857143
3486,9182,2001.0,-0.49961314285714287
3486,7536,2001.0,-0.49961314285714287
7536,9182,2001.0,-0.49961314285714287
5288,10317,2012.0,1.2873238714285715
4533,10317,2012.0,1.2873238714285715
4533,5288,2012.0,1.2873238714285715
1926,2168,1978.0,-0.14655172413793102
2168,10916,1978.0,-0.14655172413793102
1926,10916,1978.0,-0.14655172413793102
4674,11392,1967.0,19.28
4674,7883,1967.0,19.28
7883,11392,1967.0,19.28
2040,4115,2021.0,1.6288374727272728
4115,7387,2021.0,1.6288374727272728
3227,12770,1992.0,3.4732325428571427
3224,12770,1992.0,3.4732325428571427
3224,3227,1992.0,3.4732325428571427
6657,13047,2010.0,0.750917375
3700,13047,2010.0,0.750917375
3700,6657,2010.0,0.750917375
823,5253,2018.0,5.749630415
823,7707,2018.0,5.749630415
5253,7707,2018.0,5.749630415
3590,17609,2005.0,-0.003347076923076923
13006,17609,2005.0,-0.003347076923076923
3590,13006,2005.0,-0.003347076923076923
12575,12747,2010.0,2.18
12575,13739,2010.0,2.18
12747,13739,2010.0,2.18
13146,15725,2015.0,2.0569942333333335
13146,13334,2015.0,2.0569942333333335
13334,15725,2015.0,2.0569942333333335
3306,6339,2017.0,5.884370054644808
6339,8928,2017.0,5.884370054644808
5472,8999,1972.0,206.69230769230768
5726,8999,1972.0,206.69230769230768
5472,5726,1972.0,206.69230769230768
3870,11444,2009.0,-0.74471598
3870,13303,2009.0,-0.74471598
11444,13303,2009.0,-0.74471598
6735,7411,2013.0,1.74656602
6735,14260,2013.0,1.74656602
7411,14260,2013.0,1.74656602
5549,16718,2012.0,1.9285714285714286
1716,16718,2012.0,1.9285714285714286
1716,5549,2012.0,1.9285714285714286
4243,13805,2018.0,9.542789384615384
13805,16724,2018.0,9.542789384615384
4243,16724,2018.0,9.542789384615384
6282,7394,1989.0,0.29920728571428573
4313,7394,1989.0,0.29920728571428573
4313,6282,1989.0,0.29920728571428573
13024,17744,1997.0,0.93630444
3912,17744,1997.0,0.93630444
3912,13024,1997.0,0.93630444
4205,4526,1994.0,-0.6015873015873016
4205,6946,1994.0,-0.6015873015873016
1580,5978,1982.0,0.9411764705882353
5978,17848,1982.0,0.9411764705882353
1580,17848,1982.0,0.9411764705882353
6711,10769,2017.0,5.390635573075049
6711,10995,2017.0,5.390635573075049
10769,10995,2017.0,5.390635573075049
11371,17954,1997.0,7.474506835616438
17954,18108,1997.0,7.474506835616438
11371,18108,1997.0,7.474506835616438
14399,14639,2017.0,0.5
447,14639,2017.0,0.5
447,14399,2017.0,0.5
1230,3718,2002.0,0.7
705,1230,2002.0,0.7
705,3718,2002.0,0.7
3548,16953,2008.0,0.0105697
3548,3768,2008.0,0.0105697
8180,16311,2017.0,0.846668
13047,16311,2017.0,0.846668
8180,13047,2017.0,0.846668
8661,13532,1989.0,8.798003333333334
10236,13532,1989.0,8.798003333333334
8661,10236,1989.0,8.798003333333334
534,17215,1978.0,2.75
534,5312,1978.0,2.75
5312,17215,1978.0,2.75
14399,16114,2009.0,-0.21453063636363637
14399,16026,2009.0,-0.21453063636363637
16026,16114,2009.0,-0.21453063636363637
12645,15508,1987.0,3.779647425
732,15508,1987.0,3.779647425
732,12645,1987.0,3.779647425
747,12243,2017.0,-0.9679295
747,6983,2017.0,-0.9679295
6983,12243,2017.0,-0.9679295
17828,17921,2013.0,2.49222196
2008,17921,2013.0,2.49222196
2008,17828,2013.0,2.49222196
3017,12960,1994.0,1.2041161739130435
3017,16991,1994.0,1.2041161739130435
12960,16991,1994.0,1.2041161739130435
7964,14075,2002.0,0.66417892
7964,16964,2002.0,0.66417892
14075,16964,2002.0,0.66417892
4288,9896,2009.0,0.50166126
4288,15350,2009.0,0.50166126
9896,15350,2009.0,0.50166126
13619,18162,2007.0,1.7962268
10695,13619,2007.0,1.7962268
10695,18162,2007.0,1.7962268
3241,11358,1997.0,-0.8945981875
3241,5219,1997.0,-0.8945981875
5219,11358,1997.0,-0.8945981875
8068,8816,2006.0,-0.778032
7924,8068,2006.0,-0.778032
7924,8816,2006.0,-0.778032
7885,15915,2018.0,0.5675126903553299
1675,15915,2018.0,0.5675126903553299
1675,7885,2018.0,0.5675126903553299
5324,8221,1987.0,10.428571428571429
8221,17267,1987.0,10.428571428571429
9517,14950,1991.0,-0.5832076571428572
14889,14950,1991.0,-0.5832076571428572
9517,14889,1991.0,-0.5832076571428572
5319,8373,1972.0,4.705882352941177
8373,10477,1972.0,4.705882352941177
5319,10477,1972.0,4.705882352941177
8483,17814,1986.0,0.6579385
3989,8483,1986.0,0.6579385
3989,17814,1986.0,0.6579385
1572,16718,2018.0,3.480874316939891
10955,16718,2018.0,3.480874316939891
1572,10955,2018.0,3.480874316939891
5178,14703,1984.0,2.8053925
8855,14703,1984.0,2.8053925
5178,8855,1984.0,2.8053925
4905,16008,2014.0,-0.8383746
696,4905,2014.0,-0.8383746
696,16008,2014.0,-0.8383746
4076,14713,2010.0,-0.937524
26,4076,2010.0,-0.937524
26,14713,2010.0,-0.937524
6711,16241,2016.0,4.526551663201663
6711,12299,2016.0,4.526551663201663
12299,16241,2016.0,4.526551663201663
6252,7384,1967.0,1.5
6592,7384,1967.0,1.5
6252,6592,1967.0,1.5
1436,10858,2021.0,-0.34068627450980393
1436,3208,2021.0,-0.34068627450980393
3208,10858,2021.0,-0.34068627450980393
14827,17844,2010.0,-0.99481176
4341,14827,2010.0,-0.99481176
4341,17844,2010.0,-0.99481176
4341,17844,1993.0,6.0161594473684215
8416,8559,1979.0,-0.070308
8416,15069,1979.0,-0.070308
8559,15069,1979.0,-0.070308
1637,16962,2001.0,-0.323654625
12995,16962,2001.0,-0.323654625
1637,12995,2001.0,-0.323654625
4850,17020,1951.0,0.7094017094017094
4850,8305,1951.0,0.7094017094017094
8305,17020,1951.0,0.7094017094017094
12074,16229,1997.0,-0.7962462333333333
3410,12074,1997.0,-0.7962462333333333
3410,16229,1997.0,-0.7962462333333333
777,15204,2014.0,10.810526315789474
13411,15204,2014.0,10.810526315789474
777,13411,2014.0,10.810526315789474
6941,10263,1998.0,-0.570252
10263,16298,1998.0,-0.570252
6941,16298,1998.0,-0.570252
4020,13493,1996.0,34.333333333333336
12932,13493,1996.0,34.333333333333336
160,1059,1989.0,-0.7277777777777777
160,13178,1989.0,-0.7277777777777777
160,13178,1977.0,14.3444557
1059,13178,1989.0,-0.7277777777777777
9182,13584,2002.0,0.8202093571428571
9182,13584,2009.0,-0.9990931
213,9182,2002.0,0.8202093571428571
213,13584,2002.0,0.8202093571428571
6807,15437,1970.0,-0.8714285714285714
6434,6807,1970.0,-0.8714285714285714
6434,15437,1970.0,-0.8714285714285714
3449,11726,2004.0,0.5714285714285714
3449,14140,2004.0,0.5714285714285714
11726,14140,2004.0,0.5714285714285714
1619,9207,2010.0,0.3233384
1619,4466,2010.0,0.3233384
4466,9207,2010.0,0.3233384
4035,12561,1999.0,-0.734799
12306,12561,1999.0,-0.734799
4035,12306,1999.0,-0.734799
3017,11446,1992.0,0.4356479
3017,10407,1992.0,0.4356479
10407,11446,1992.0,0.4356479
10178,16544,1998.0,-0.5682970666666667
8571,16544,1998.0,-0.5682970666666667
8571,10178,1998.0,-0.5682970666666667
6766,13532,2008.0,-0.9538515
7910,13532,2008.0,-0.9538515
6766,7910,2008.0,-0.9538515
10886,16232,1996.0,-0.839385
14644,16232,1996.0,-0.839385
10886,14644,1996.0,-0.839385
2289,4020,1997.0,0.48031496062992124
4020,14258,1997.0,0.48031496062992124
2289,14258,1997.0,0.48031496062992124
9517,10923,1992.0,-0.590383
9517,10932,1992.0,-0.590383
10923,10932,1992.0,-0.590383
6946,9095,1990.0,-0.37714285714285717
6946,7616,1990.0,-0.37714285714285717
7616,9095,1990.0,-0.37714285714285717
1771,9254,1977.0,3.0
2547,9254,1977.0,3.0
1771,2547,1977.0,3.0
2260,5077,1992.0,1.11
2260,10269,1992.0,1.11
5077,10269,1992.0,1.11
2548,9638,2013.0,0.2037037037037037
9638,15353,2013.0,0.2037037037037037
2548,15353,2013.0,0.2037037037037037
650,16085,2016.0,-0.9416666666666667
650,8958,2016.0,-0.9416666666666667
8958,16085,2016.0,-0.9416666666666667
5030,12173,2008.0,0.051372117647058825
1928,12173,2008.0,0.051372117647058825
1928,5030,2008.0,0.051372117647058825
1928,5030,2007.0,-0.605
3322,8483,1975.0,15.0
3322,8983,1975.0,15.0
9840,14703,1983.0,17.811467142857143
7772,14703,1983.0,17.811467142857143
7772,9840,1983.0,17.811467142857143
4036,7189,2018.0,1.625
4036,12082,2018.0,1.625
7189,12082,2018.0,1.625
10053,17532,2017.0,-0.7701604193548387
7053,17532,2017.0,-0.7701604193548387
7053,10053,2017.0,-0.7701604193548387
747,8008,2011.0,-0.86385
1887,8008,2011.0,-0.86385
747,1887,2011.0,-0.86385
376,1610,1967.0,1.913907284768212
376,15533,1967.0,1.913907284768212
1610,15533,1967.0,1.913907284768212
5500,8186,2018.0,-0.7862249
7740,8186,2018.0,-0.7862249
5500,7740,2018.0,-0.7862249
2655,3500,1988.0,1.427617
2405,2655,1988.0,1.427617
2405,3500,1988.0,1.427617
15816,17323,2003.0,0.6800897435897436
15816,16033,2003.0,0.6800897435897436
16033,17323,2003.0,0.6800897435897436
7080,16050,2007.0,5.97805
5444,16050,2007.0,5.97805
5444,7080,2007.0,5.97805
4767,9223,1983.0,1.016828375
8774,9223,1983.0,1.016828375
4767,8774,1983.0,1.016828375
11112,15714,2019.0,0.0784313725490196
11112,15546,2019.0,0.0784313725490196
15546,15714,2019.0,0.0784313725490196
5480,12526,1993.0,0.33469645454545455
4069,12526,1993.0,0.33469645454545455
4069,5480,1993.0,0.33469645454545455
13647,16562,1994.0,1.9392418
6687,16562,1994.0,1.9392418
6687,13647,1994.0,1.9392418
2689,17715,1984.0,0.53395952
2689,7151,1984.0,0.53395952
7151,17715,1984.0,0.53395952
837,2362,1987.0,-0.39923566666666666
837,17173,1987.0,-0.39923566666666666
2362,17173,1987.0,-0.39923566666666666
1253,5518,1923.0,11.396694214876034
1884,5518,1923.0,11.396694214876034
1253,1884,1923.0,11.396694214876034
4260,9969,2009.0,0.2575656
780,9969,2009.0,0.2575656
780,4260,2009.0,0.2575656
6311,13295,2007.0,1.3471561875
4811,13295,2007.0,1.3471561875
4811,6311,2007.0,1.3471561875
1675,6077,2003.0,3.517048827586207
1675,6077,2007.0,2.7214286285714286
1675,8519,2003.0,3.517048827586207
1675,8519,2007.0,2.7214286285714286
319,17916,2014.0,2.2203389830508473
319,6033,2014.0,2.2203389830508473
6033,17916,2014.0,2.2203389830508473
5230,9062,2009.0,-0.5757575757575758
5230,11308,2009.0,-0.5757575757575758
9062,11308,2009.0,-0.5757575757575758
9777,13532,2009.0,-0.9375
4772,9777,2009.0,-0.9375
4020,9295,2001.0,-0.9692519710272488
4020,12054,2001.0,-0.9692519710272488
9295,12054,2001.0,-0.9692519710272488
13024,17097,1994.0,-0.670422
1812,13024,1994.0,-0.670422
1812,17097,1994.0,-0.670422
5480,11500,2014.0,-0.9948354
3614,5480,2014.0,-0.4864879005730659
3614,11500,2014.0,-0.9948354
4905,6778,2011.0,-0.17120423529411766
4905,12949,2011.0,-0.17120423529411766
6778,12949,2011.0,-0.17120423529411766
1663,5609,2005.0,-0.5913592424242424
1663,9529,2005.0,-0.5913592424242424
5609,9529,2005.0,-0.5913592424242424
10895,16747,2018.0,1.4031067307692309
10895,13364,2018.0,1.4031067307692309
13364,16747,2018.0,1.4031067307692309
12108,13483,2007.0,6.333333333333333
1045,13483,2007.0,6.333333333333333
1045,12108,2007.0,6.333333333333333
4219,13194,1963.0,224.0
2113,13194,1963.0,224.0
2113,4219,1963.0,224.0
12543,13214,2010.0,4.857837333333333
11538,13214,2010.0,4.857837333333333
11538,12543,2010.0,4.857837333333333
249,3258,2012.0,-0.34545454545454546
1174,3258,2012.0,-0.34545454545454546
249,1174,2012.0,-0.34545454545454546
13155,15527,1998.0,1.8148148148148149
11539,15527,1998.0,1.8148148148148149
11539,13155,1998.0,1.8148148148148149
2079,7248,2021.0,1.9
2079,7248,2009.0,0.125
2079,7248,2008.0,0.7857142857142857
2079,5317,2021.0,1.9
5317,7248,2021.0,1.9
10695,10932,1990.0,-0.847616
1956,10932,1990.0,-0.847616
1956,10695,1990.0,-0.847616
4465,17715,1983.0,-0.18571428571428572
4465,17715,1972.0,22.0611775
4465,17715,1989.0,-0.7905334117647059
9719,17715,1983.0,-0.18571428571428572
4465,9719,1983.0,-0.18571428571428572
2689,12595,1989.0,-0.3631578947368421
2689,17018,1989.0,-0.3631578947368421
12595,17018,1989.0,-0.3631578947368421
11566,13897,1979.0,5.2
1922,11566,1979.0,5.2
1922,13897,1979.0,5.2
15818,18044,2020.0,0.4083333691641414
8444,15818,2020.0,0.4083333691641414
8444,18044,2020.0,0.4083333691641414
9939,12770,2002.0,-0.2306688
12770,15626,2002.0,-0.2306688
9939,15626,2002.0,-0.2306688
5761,7240,2008.0,0.544706
2438,7240,2008.0,0.544706
2438,5761,2008.0,0.544706
5097,17198,2016.0,-0.56
5097,11551,2016.0,-0.56
11551,17198,2016.0,-0.56
3054,11343,2017.0,0.9897304236200257
5271,11343,2017.0,0.9897304236200257
3054,5271,2017.0,0.9897304236200257
474,10462,2016.0,-0.524162617917236
6354,10462,2016.0,-0.524162617917236
474,6354,2016.0,-0.524162617917236
1594,18028,1972.0,-0.2849846782431052
2534,18028,1972.0,-0.2849846782431052
1594,2534,1972.0,-0.2849846782431052
5513,6290,1992.0,1.3662944705882354
3370,5513,1992.0,1.3662944705882354
3370,6290,1992.0,1.3662944705882354
5569,17848,1980.0,-0.2863636363636364
5569,11209,1980.0,-0.2863636363636364
11209,17848,1980.0,-0.2863636363636364
8480,16544,1987.0,-0.8402877840909091
3475,16544,1987.0,-0.8402877840909091
3475,8480,1987.0,-0.8402877840909091
2466,5235,2015.0,24.5
440,5235,2015.0,24.5
