tmdb_id,adult,belongs_to_collection,collection_id,budget,genres,overview,production_company_id,production_company_name,release_month,release_year,revenue,tagline,director,actor_0_name,actor_0_id,actor_0_gender,actor_1_name,actor_1_id,actor_1_gender,actor_2_name,actor_2_id,actor_2_gender,actor_3_name,actor_3_id,actor_3_gender,actor_4_name,actor_4_id,actor_4_gender
586776,False,False,,1000,"['Action', 'Drama']","The journey of Indian film industry's first stunt woman Reshma Pathan, it will trace the life of Reshma and her stint in movies as a body double for various actresses. Bidita Bag plays the lead role of feisty stunt-woman.",,,3,2019,1000,,Aditya Sarpotdar,Bidita Bag,1376743,1,Chandan Roy Sanyal,232537,2,Aditya Lakhia,86560,0,Sujata Sehgal,1869970,1,Vineet Raina,2262301,0
398385,False,False,,2500000,"['Drama', 'Adventure', 'Thriller', 'Action', 'Crime']","A quest for freedom in the South China Sea.  Victims of China’s “One-Child” policy,  100 orphans, all girls, are shepherded by a determined activist, Mrs. Brown (Charlotte De Turckheim) onto a tramp freighter for a harrowing escape from the Chinese authorities.",77087,RSVP Film Studios,5,2001,11000000,A Quest for freedom in the South China sea.,Neil Hollander,Stacy Keach,825,2,Charlotte de Turckheim,258942,1,Stefan Nelet,1622946,2,Linda Wang,43470,1,,,
74639,False,True,324703,8000000,"['Action', 'Thriller', 'Crime']","Manson Law, a celebrated stockbroker in Hong Kong, is injured in a car accident. The police, led by Inspector Jack Ho, discovers a military surveillance device in the car wreck. Meanwhile, the wiretapper Joe Szema is unveiling his extensive plan that targets the mysterious financial conglomerate, the Landlord Club. The fate of these three men soon intertwines in the cat-and-mouse game that may bring down the entire stock market.",5548,Bona Entertainment,8,2011,4040142,,Alan Mak,Daniel Wu,64436,2,Louis Koo,78875,2,Lau Ching-wan,940339,2,Michelle Ye,93990,1,Kenneth Tsang,10885,2
34586,False,False,,7000000,['Drama'],A docudrama about the escape of Russian pilots after being taken hostage by the Taliban in 1996.,18062,Fawzi Vision,2,2010,15172408,,Valery Todorovsky,Bohdan Beniuk,125958,2,Aleksandr Baluev,93225,2,Vladimir Mashkov,86151,2,Andrei Panin,86954,2,Maksim Klyanov,2214373,2
374970,False,False,,640000,['Thriller'],"Lateef is a middle-class man who aspires to become a doctor. But, this dream is shattered when he gets arrested in a drug raid.",,,6,2015,93000,An Unfold Fact,Israr Ahmed,Nawazuddin Siddiqui,85047,2,Kader Khan,174606,2,Murli Sharma,85588,2,Mukesh Tiwari,86064,2,Pratima Kazmi,86056,1
76531,False,False,,1200000,"['Action', 'Drama']","When the daughter of a minister gets kidnapped, Christy is called upon to rescue her. Although he manages to save her, he himself gets embroiled in the kidnapper's murder.",79485,Varnachithra Big Screen,10,2011,2400000,,Joshiy,Mohanlal,82732,2,Suresh Gopi,584733,2,Dileep,930728,2,R. Sarathkumar,237683,2,Kaniha,1071556,1
262260,False,False,,354000,"['Music', 'Romance']","French General Birabeau has been sent to Morocco to root out and destroy the Riffs, a band of Arab rebels, who threaten the safety of the French outpost in the Moroccan desert. Their dashing, daredevil leader is the mysterious ""Red Shadow"". Margot Bonvalet, a lovely, sassy French girl, is soon to be married at the fort to Birabeau's right-hand man, Captain Fontaine. Birabeau's son Pierre, in reality the Red Shadow, loves Margot, but pretends to be a milksop to preserve his secret identity. Margot tells Pierre that she secretly yearns to be swept into the arms of some bold, dashing sheik, perhaps even the Red Shadow himself. Pierre, as the Red Shadow, kidnaps Margot and declares his love for her.",174,Warner Bros. Pictures,4,1929,3022000,Warner Brothers' spectacular SINGING success,Roy Del Ruth,John Boles,29815,2,Carlotta King,1305940,0,Louise Fazenda,97989,1,Johnny Arthur,34086,2,Edward Martindel,1189949,2
69409,False,False,,500000,"['Action', 'Thriller']","Aalwar is a traditional priest. He is devoted to his mother and sister. But the villainous elements Lal, Vincent Asokan, kill the sister and mother. Aalwar, with revenge ringing in his mind, ends up as Shiva the killer, even while working as a ward boy in a hospital. Shiva is out to make a statement against the venal forces. He sees himself as some kind of avatar — in fact, he bumps off the baddies under the get-up's of Lord Rama and Lord Krishna. In climax, Shiva turns up as Lord Narasimha and bumps off the last villain by placing him on his thighs and ripping apart his bowels and chest with his sharp claws.",,,1,2007,500000,,G. Ramesh,Ajith Kumar,148360,2,Asin Thottumkal,81092,1,Vivek,85523,2,Manorama,552989,1,Geetha,237970,1
494971,False,False,,5084000,"['Family', 'Action', 'Adventure']",A young blacksmith realizes his destiny when a malevolent demon bent on ruling the world unleashes an army of creatures on humanity.,99027,CCM Film Productions,12,2017,10449798,,,Coco Martin,56256,2,Awra Briguela,1716316,2,Jake Cuenca,565389,2,Jaime Fabregas,1019176,2,Michael De Mesa,1019230,2
64526,False,False,,3500000,"['Action', 'Adventure', 'Crime']","Alessandro Corso is a special forces carabiniere. During an operation he saves a child but cause the death of one of his comrades. He's then transferred to a peaceful little town, where he will be unexpectedly forced to help an hot witness named Antavleva, protecting her and bringing them safely to the trial.",5891,Cecchi Gori Group,7,2000,4775,"Funny, exuberant, charged, he's a 007 who loves women, action and undiscipline!",Damiano Damiani,Alberto Tomba,239309,2,Michelle Hunziker,41340,1,Massimo Poggio,129621,2,Tony Kendall,37745,2,Gianni Franco,100954,2
1090959,False,False,,399,"['Animation', 'Science Fiction', 'Comedy', 'Thriller']","When the hero Lemon man gets sucked into a portal, he has to team up with different versions of himself to save the Multiverse from the deadly villain Broken hyena after he promised his dead friends to get revenge. but Lemon man and his team has a plan to stop him and save the Multiverse.",194227,Lemon Pictures,2,2023,100,Lemon man dies today,,Ieuan Evans,3935876,2,Peter kingdom,3935877,0,,,,,,,,,
56372,False,True,106011,3500000,"['Action', 'Drama']","Artem Kolchin was one of many, but he wanted glory. And he has chosen the way: he became the boxer. Now Artem the applicant for a champion title, fighter, known worldwide as Great White Hope. But the main fight in his life has not gone how he expected...",3419,Central Partnership,3,2005,8262833,,Svetlana Nikoporovich,Andrei Panin,86954,2,Elena Panova,143661,1,Denis Nikiforov,224281,2,Dmitriy Shevchenko,224284,2,Alexander Kuznetsov,177129,2
201903,False,False,,3000,['Drama'],"When a perfect storm breeds violence in the Brooklyn neighborhood of Crown Heights, a black teenager and a Jewish reporter face pivotal choices that could alter the course of their lives.",4063,Trimark Pictures,10,1998,3000,,,Gilbert Glenn Brown,168873,2,Darneice Foster,1184068,0,Elizabeth June,1184069,0,Katrina Kartheiser,1184070,0,John Knox,1184071,2
691633,False,False,,1974853,"['Action', 'Drama']",,17144,Jayanna Combines,4,2015,3554736,,Pavan Wadeyar,Puneeth Rajkumar,1333328,2,Vikram Singh,1082067,0,Anjali,123068,1,Adah Sharma,86030,1,Girish Karnad,83593,2
85874,False,False,,8000000,['Fantasy'],"Nobody knows that Professor Hong Sum Kwai is actually the Water Magician, one of the five elemental wizards. One day, Hong accidentally loses his magical powers, which are transferred to his student Cheng Meisi. The girl happily uses the superhuman abilities she acquired by luck in life, at school, and on the volleyball court, but those powers also land her in trouble as a war of wizardry rages around her... Fire Magician Bi Yewu is desperate to turn back time to change a tragedy in the past, but to do so he needs to bring together the powers of all five elemental wizards. Wood Magician Gu Xinyue foresees catastrophe if time is warped, so he alerts the other wizards - including Earth Magician Ling Feng and Metal Magician Charlie  - to join forces and prevent it from happening...",154080,Tin Tin Film Production Limited,12,2011,8557,,Wilson Yip,Karena Ng,932680,1,Raymond Wong,240177,2,Wu Jing,78871,2,Louis Koo,78875,2,Wu Zun,112062,2
69414,False,False,,500000,['Drama'],"Jana always stands for his villagers, against the atrocities committed by Veerapandi. Manimegalai, Veerapandi's daughter, falls in love with Jana, but is stunned when she learns about his past life.",26506,Roja Combines,1,2004,500000,,Shaji Kailas,Ajith Kumar,148360,2,Sneha,141083,1,Srividya,584248,1,Manoj K Jayan,587719,2,Radha Ravi,237627,2
449350,False,False,,114000,"['Fantasy', 'Adventure', 'History']",,28523,Lionsgate Television,1,1996,24000,Fight.,,Annika Pampel,1748062,1,Ted McGinley,18982,2,Ali Daniels,2701435,1,Jake Busey,28410,2,Tino Struckmann,85411,2
223988,False,True,399925,6314256,"['Adventure', 'Action', 'Family']","Four very unequal children at the age of 6 until 11 are chosen to become the new soap box racing team to compete at the secret ""Castle"", where all the world champions of racing have participated, when they were kids. A selective group of boys and one girl have nothing in common but their passion for cars and racing. Their first big challenge is to unite as a team by becoming friends, only then they will have a chance of winning.",65795,FunDeMental Studios,9,2013,1614831,,,Georg Sulzer,1209575,2,Maya Lauterbach,1209576,1,Samuel Jakob,1209577,2,Klara Merkel,1209578,1,Emilio Sakraya,1209579,2
152620,False,False,,1000000,['Action'],"The film is about seven young men, passionate about football – sevens football to be precise – and how they inadvertently get involved in a crime. Sevens is a kind of football played in North malabar, especially in Kozhikode, Malappuram and Kannur. It is played by seven players on each side, instead of the traditional 11.  The name Sevenes ascribed to the movie refers to the gang of seven friends and not as such to sevens football.",,,1,2011,2000000,,Joshiy,Kunchacko Boban,997494,2,Nivin Pauly,1071561,2,Asif Ali,931520,2,Aju Varghese,1130154,2,Ameer Niyaz,1653431,0
69415,False,False,,500000,"['Action', 'Thriller']","DCP Paramaguru is an efficient police officer who fights with the scum of the society. He later masquerades as a thief to infiltrate into the underworld. The bad guys are surprised to find that Paramguru is the DCP, out to get them. So they all gang up against him. In this process a thrilling encounter takes place between the good and the evil. Paramaguru is helped in his fight against injustice by Divya who falls in love with him.",11831,Nic Arts,5,2003,500000,,,Ajith Kumar,148360,2,Meera Jasmine,237624,1,Raghuvaran,237697,2,Jayaprakash Reddy,146149,2,Adithya Menon,148363,2
381214,False,False,,30000,"['Action', 'Horror', 'Comedy']","After Using the instructions found in an old Jewish diary,  Markus and Thomas hope to gain access to a WW II underground military base formerly codenamed: Cerusit. It was used by the Nazis as a secret research institute and is shrouded in rumors to this day about the lost gold of the Third Reich. The entrance to the cave system, however, lies right within the restricted area of a U.S. military base.. the first of many problems Markus and Thomas will have to face.",25787,Praetoria Productions,2,2016,10147,,,Sarita Bradley,1572498,0,Patrick Jahns,1333592,2,Aciel Martinez Pol,1572499,2,Esther Maaß,936045,0,Andreas Pape,98193,2
452416,False,False,,930000,"['Action', 'Crime', 'Thriller']","The sudden implementation of demonetisation rattles the country, and a few black money hoarders in Kerala are trying their best to save their void currencies by hook or crook. Kasaragod-based financier Nithyananda Shenoy also gets embroiled in it, and drawn into the scene are also a few underprivileged folk in Kochi. Dramatic situations surrounding the hotchpotch ensue, as each one tries to set their lives straight.",89018,3 Color Cinema,4,2017,1400000,The New Indian Rupee,,Mammootty,124111,2,Swaraj Gramika,1864450,0,Mamukkoya,591173,2,Siddique,111668,2,Baiju Santhosh,1061910,2
279169,False,True,985151,10000,['Comedy'],"Deportees is a 2007 Iranian film, written and directed by Masoud Dehnamaki, narrating a story during Iran--Iraq War.",74144,Filmiran,9,2009,100000,,Masoud Dehnamaki,Akbar Abdi,1375559,2,Arjang Amirfazli,1588614,2,Sepand Amirsoleimani,1592100,2,Amin Hayaei,1261534,2,Shila Khodadad,1584243,1
457616,False,False,,620000,"['Thriller', 'Comedy']","Three cousins and their best friend leave for a road trip, hoping for one final hurrah before one of them gets married. Their path crosses with that of two girls who are on a getaway of their own. Their plans are derailed after a suspicious death. Who was the killer and why forms the plot.",90348,DNVP Creations,5,2017,1800000,Celebrations Unlimited,Kannan Thamarakkulam,Prakash Raj,89153,2,Jayaram,141704,2,Unni Mukundan,1098547,2,Amala Paul,223164,1,Anu Sithara,1679826,1
79819,False,False,,4200000,"['Crime', 'Drama']","A carefree man inadvertently frees a group of kidnapped young women from a criminal gang of traffickers and earns their wrath. His girlfriend's wealthy father arranges her wedding with an equally wealthy, but psychotic man. Will the man succeed in defeating his enemies and protect his girlfriend?",110524,Kamakshi Studio,8,2011,350000,,Ajay Bhuyan,Naga Chaitanya Akkineni,237052,2,Kajal Agarwal,113809,1,Manel Soler,1358973,2,Srikanth,581891,2,Sameksha Oswal,237672,1
674872,False,False,,1046207,[],"The film is noted for its technical prowess, witty dialogues and lyrics, combined with an art that has become a trademark of Soori's rustic feel cinema. It is also known as one of the trend setter film & all-time highest grosser of Kannada film industry. One of the notable performance & Landmark movie in Puneeth Rajkumar's career",,,10,2010,5021794,,Duniya Suri,Puneeth Rajkumar,1333328,2,Bhavana,238006,1,Harshika Poonacha,1342983,1,Rangayana Raghu,1141473,2,Bullet Prakash,1293555,2
269640,False,False,,1500,"['Comedy', 'Action']","When a gang of terrorists invade a campus building, it's up to English professor Joe McCann to save the day.",63049,Driving With Our Eyes Shut,1,2010,4549,Nothin' an English Professor Can't Handle,Glenn Berggoetz,Glenn Berggoetz,1288492,2,Baird Lefter,2051025,0,Lauren von Engeln,2051026,0,Greg Nemer,1690110,0,Will Beckingham,1763804,0
341007,False,True,598786,143149,"['Family', 'Animation', 'Adventure', 'Action', 'Fantasy']","Three Braves is the story of three extraordinary children who rise from the most unlikeliest of places and save their town from the evils plague it. Equipped with courage and super powers,11 year old Amna, Saadi and Kamil battle against the odds and stand up to injustice to restore peace and harmony in their once thriving community And live a very happy life.",53804,Waadi Animations,5,2015,645135,,Sharmeen Obaid-Chinoy,Zuhab Khan,1706333,0,Muneeba Yaseen,1706334,0,Hanzala Shahid,1706335,0,Behroze Sabzwari,1241613,2,Alyy Khan,81837,2
69412,False,False,,500000,"['Action', 'Drama', 'Thriller']","Nandakumar, a police officer, appoints Siva, a convict, to find and kill the terrorists responsible for a bomb blast. However, Siva is unaware that Nandakumar intends to kill him after the mission.",26507,Samrat Pictures,1,2006,500000,,Mahesh Bhatt,Ajith Kumar,148360,2,Laila,545010,1,Vivek,85523,2,Prakash Raj,89153,2,Jayaram,141704,2
33699,False,False,,100000,"['Action', 'Comedy']","Revolves around a precious postage stamp and attempts to steal, obtain it.",5341,Tayangan Unggul,7,2009,295117,"The Great Con, Lick It, Post It, Lose It??!",Kabir Bhatia,Afdlin Shauki,111248,2,Vanida Imran,111249,1,Que Haidar,111250,2,Rashidi Ishak,111252,2,Azwan Ali,111253,0
71831,False,False,,5000000,"['Action', 'Crime']",Stepan and Doker are street racers. They love cars and speed. But there is a difference between them which brings them to face each other in a deadly race.,19215,Studiya Cherepakha,3,2008,6011000,,Yuriy Moroz,Aleksey Chadov,101433,2,Stanislav Bondarenko,570780,2,Marina Aleksandrova,555741,1,Elvira Bolgova,238694,1,Nikolay Chindyaykin,235107,2
578366,False,False,,690000,"['Action', 'Drama', 'Romance']","Madhurima, a rich girl, falls in love with Raj when they get stranded on an island. But Raj is uninterested, as he is on a mission to avenge his father's death.",18877,Surinder Films,10,2013,1368000,,Raja Chanda,Dev,1020621,2,Koel Mallick,1564627,1,Rahul Dev,37234,2,Rajatabha Dutta,1280377,2,Kharaj Mukherjee,1417494,2
388045,False,True,519564,1600000,"['Animation', 'Adventure', 'Fantasy', 'Horror', 'Family']","Leo San Juan and his team of ""ghostbusters"" continue with their adventures, this time fighting against the mexican monster himself: ""El Chupacabras"".",9965,Ánima Estudios,10,2016,5100000,,Acán Coen,Benny Emmanuel,1379379,2,Emilio Treviño,2127665,2,Eduardo España,590312,2,Mayté Cordero,1379378,0,Paul Louis,1251052,0
198701,False,False,,7,[],"A tale of two elephant brothers, Tutu and Zef, in search of their mother, and the menagerie of wild creatures they encounter along the way. Just days after the birth of baby elephant Tutu, human hunters arrive late at night and decimate the herd. Faced with the loss of their family, Tutu and Zef set off across the African plain in search of a future.",,,10,2006,33,The Delightful Adventures of Two Elephant Brothers And Their Journey Home,Mario Andreacchio,,,,,,,,,,,,,,,
896698,False,False,,10000,"['Action', 'Drama']","Abraham returns home to find his brother's killer. He joins forces with Lincoln, a police officer, who is on a similar mission to take down the criminals.",,,3,2007,20000,A Pramod Pappanic approach,Pramod,Kalabhavan Mani,309241,2,Rahman,148361,2,Anoop Menon,965546,2,Shweta Menon,1039571,1,Rajan P Dev,584136,2
538831,False,False,,80000,"['Action', 'Crime', 'Drama', 'Thriller']",Julius Fonteneau has decided to take the law into his own hands after his daughter has gone missing. His only friend supports him while his wife resents him and the police are growing suspicious of his intentions. He must determine right from wrong and make the ultimate decision to kill the man he believes to have taken his daughter,107123,Rahaman Studios,6,2018,21000000,Love will make you do evil things.,Steve Rahaman,Daniel O'Shea,1345999,2,Debra Toscano,1572221,1,Robert Michael Anderson,1519703,2,Dan Thorp,1619022,0,Kevin Moccia,1802825,2
305387,False,True,333000,10000000,"['Family', 'Animation']","A young boy named Nicholas is about to become the next Santa Claus, but must first avoid a crisis that's threatening the magic of Christmas before he can succeed in his new role.",39092,Gaumont-Alphanim,11,2013,78,,Luc Vinciguerra,Nathan Simony,1392053,0,Benoît Allemane,28151,2,Évelyne Grandjean,1373156,1,Alexis Tomassian,70481,2,Jean-Claude Donda,58419,2
559926,False,False,,10000,"['Drama', 'Crime', 'Thriller']","Sadra, who has been living outside of Iran for many years, has provided her sister's education abroad, but her sister is abducted suspiciously on the way to the airport! Sadra goes to his old friend Reza, who is a professional airbag.",101978,Aftab Alamtab,1,2018,100000,,Mohsen Mohseni Nasab,Pejman Bazeghi,1286624,2,Eteri Voskanyan,1644677,0,Reza Haydari,2803265,0,Shaghayegh Kafaei,2803267,0,Babak Noori,2439950,2
387845,False,False,,500,"['Mystery', 'Thriller', 'Action']","Missing and death cases take place in succession along the Korean Demilitarized Zone. South Korea forms a unit led by Captain Jo Jin-Ho and First Lieutenant Shin Yoo-Hwa as assistant leader. They are given only 24 hours to find out the truth behind the incidents. Team members find evidence, but they feel like something isn't right.",7270,Opus Pictures,3,2016,500,,You Sun-dong,Lee Ji-ah,1241056,1,Do Ji-han,1141056,2,Park Yu-hwan,1347779,2,Kim Sa-Kwon,1574620,2,Kim Min-jun,1257594,2
280106,False,False,,630000,"['Thriller', 'Action', 'Comedy']",A cop who is affected by post-traumatic stress tries to find his kidnapped wife with the help of a military trained dog.,26579,Nathambal Film Factory,11,2014,1,,Shakti Soundar Rajan,Sibiraj,1024173,2,Arundhathi Nair,1163651,1,Manobala,478543,2,Balaji Patturaj,1182187,2,Mayilsamy,580785,2
41955,False,True,416491,5000000,"['Action', 'Crime']","Former criminal investigator, Major Korenev, nicknamed Fox is released from prison. He has been detained there as a result of planted incriminating evidence of unlawful investigation techniques. Setting accounts with Shaman - a big criminal boss, who ordered the evidence planted and also with his former colleagues was not a part of Korenev's agenda. As he returns to Moscow he finds a new world ruled by underworld bosses, criminal clans fighting each other and utter chaos on the desperately keeping appearances streets of Russian capital. Facing death of his friends, Major Korenev decides to re-install law and order using some unorthodox methods that are only relevant in 21st century Russia.",3419,Central Partnership,8,2002,340312,,Egor Konchalovsky,Sergey Shakurov,127372,2,Aleksandr Baluev,93225,2,Gosha Kutsenko,29839,2,Mikhail Ulyanov,70548,2,Evgeniy Sidikhin,235106,2
94064,False,False,,400000,"['Comedy', 'Thriller', 'Drama', 'Mystery']","Skin Deep is a psychological thriller about love, sex, race, and betrayal.",117920,Arte Sonora Estudios,6,2003,19674902,Get ready to go deep,,Mailon Rivera,87285,2,Steve White,15536,2,Kristen Shaw,80380,1,A.J. Johnson,88186,1,Debra Wilson,83105,1
198351,False,False,,833,['Comedy'],"The movie tells the story of a village called Chembattunadu in Chamarajanagar District on the borders of Karnataka, Kerala and Tamil Nadu, which is popular as Chattambinadu for the presence of several goons and hooligans. According to Vadival Vasu (Janardanan), it was the severe animosity between Mallanchira and Kattappilly families that has caused the arrival of several goons to the land, including him, which made Chattambinadu notorious. The film begins with Mallanchira Chandramohan's(Manoj K. Jayan) plan to sell off his mansion, to pay up his heavy debts.",10893,Big Screen Productions,12,2009,3,,Shafi,Mammootty,124111,2,Raai Laxmi,111671,1,Meenakshi,150199,1,Siddique,111668,2,Manoj K Jayan,587719,2
353501,False,False,,3800000,"['Action', 'Adventure']","Murugan, with his tools and expertise, protects Puliyoor's villagers from deadly tiger attacks. However, Daddy, an illegal drugs dealer, takes advantage of Murugan's innocence and wrongly frames him.",18114,Mulakuppadam Films,10,2016,29000000,The Wild Hunter,Vysakh,Mohanlal,82732,2,Jagapati Babu,465273,2,Lal,182174,2,Vinu Mohan,1270187,2,Bala,1184142,2
85656,False,False,,3000000,"['Action', 'Science Fiction']",An evil criminal organisation called Sigma kidnap prominment business leaders to harvest their DNA and only Karate-Robo Zaborgar can save them.,17228,T-JOY,10,2011,162288,"In 2011, A Robo Legend Will Rise Again",Noboru Iguchi,Yasuhisa Furuhara,1239037,2,Itsuji Itao,52809,2,Naoto Takenaka,68704,2,Mami Yamasaki,228077,1,Hiroyuki Watanabe,554073,2
63838,False,False,,5000000,"['Action', 'Romance', 'Thriller', 'Science Fiction']","A young boy's dreams of glory and war turn into a bitter nightmare as his father's kingdom is overrun by an invading army. Lost and alone in the woods, he finds an ancient sword that promises him the ability to claim his vengeance.",318,CTB Film Company,10,2006,3919731,,Yaroslav Mochalov,Artyom Tkachenko,235993,2,Chulpan Khamatova,4793,1,Leonid Gromov,113331,2,Aleksei Zharkov,39792,2,Nadezhda Markina,583283,1
529394,False,False,,10000,"['Action', 'Drama', 'War']","During the war between Iran and Iraq, a scout (Milad Keymaram), in the Abadan Oil Refinery, tries to reveal geographical coordinates of Iraqi soldiers' ambushes for Iranian army forces to kill them easily by bombardments. Meanwhile, he confronts with the soul of the previous killed scout (Mostafa Zamani) who did the same which makes a challenge for him, between his own human deep feelings and killing innocent people of enemy ...",,,6,2012,100000,Malakeh,Mohammad Ali Bashe Ahangar,Hamidreza Azarang,1581705,2,Mostafa Zamani,1375317,2,Milad Keymaram,1594644,2,Homayoun Ershadi,117528,2,Houman Barghnavard,1587936,2
220520,False,False,,858572,"['Comedy', 'Drama', 'Thriller']","Hotel California is an 2013 Malayalam action comedy film written by Anoop Menon and directed by Aji John, starring Jayasurya, Anoop Menon, Honey Rose, Maria Roy and Aparna Nair.",24921,Jairaj Release,5,2013,382454,Welcome to the Hotel California.. it's a lovely place!,Aji John,Jayasurya,591070,2,Anoop Menon,965546,2,Honey Rose,237655,1,Saiju Kurup,591117,2,Maria Roy,1700772,1
538278,False,False,,6000000,['Thriller'],,107670,Студия Ацидум,2,2011,1756511,,Vladimir Kott,Aleksei Zavyalov,1048400,2,Екатерина Каренина,2106178,0,Sergey Burunov,932353,2,Anna Churina,1118212,1,Sofya Ledovskikh,2106181,1
316200,False,False,,578861,"['Action', 'Crime', 'Drama']","Four best friends end up owing 500,000 rupees to Mamta Sekhri, a woman involved in various underworld activities. The friends are forced to kill for money (an act called) ""Supari"" to pay their debt. But things begin to change when the men realize that in this game of Supari, they are not just hunters but also the hunted.",,,6,2003,361618,Your time starts now,Padam Kumar,Uday Chopra,69709,2,Rahul Dev,37234,2,Nandita Das,53372,1,Purab Kohli,85574,2,Nauheed Cyrusi,78283,1
64050,False,False,,7000000,"['Adventure', 'Science Fiction']","After the deaths of d'Artagnan, Athos, Porthos and Aramis the Queen Anna of Austria has to ask for help of the heroes' sons. They, however, cannot fulfill her request on their own. The original musketeers have to literally return to live and embark on a new adventure.",118173,New One Production,2,2009,2540000,,Georgi Yungvald-Khilkevich,Mikhail Boyarskiy,238487,2,Venyamin Smekhov,238488,2,Igor Starygin,238489,2,Valentin Smirnitskiy,235981,2,Lyanka Gryu,143735,1
456757,False,False,,630000,"['Action', 'Adventure', 'Thriller']","Vimal Kumar, a murder convict and Mustafa, a petty thief escape the clutches of police when the vehicle transporting them to jail meets with an accident. The duo, who get trapped in a forest, gradually get talking and discover more about each other and the way forward. What's awaiting them… handcuffs or a good future?",90454,Vintage Films,5,2017,540000,Together to survive,Jeethu Joseph,Biju Menon,584764,2,Indrajith Sukumaran,448468,2,Sshivada Nair,223162,1,Kishor Satya,1653794,2,Shammi Thilakan,584910,2
240546,False,False,,500000,"['Action', 'Comedy', 'Drama']",Chess is a story of young man who is thrown into the deep end where sharks of the society swim with nonchalance.,18124,Super Star Films,7,2006,1000000,The Brilliant Game,Raj Babu,Dileep,930728,2,Bhavana,238006,1,Salim Kumar,111672,2,Ashish Vidhyarthi,85684,2,Harisree Ashokan,937714,2
37986,False,False,,6000000,"['Science Fiction', 'Action', 'Adventure']","In 1999, an enormous meteor crashed onto Earth carrying extraterrestrial creatures known as Worms within it. These creatures took on the identities of real humans and then killed them. In order to counter this new threat, ZECT was formed, who in turn created the Masked Rider System to combat the Worms. The battles lasts over seven years, depleting Earth's resources and turning it into a barren wasteland. By present time, power struggles in ZECT have caused a new group, known as Neo-ZECT, to be created. Souji Tendou, a man weilding the Kabuto Zector, decides to sell his power to either ZECT or Neo-Zect for unkown reasons.",5671,Ishimori Productions,8,2006,8873950,,Hidenori Ishida,Hiro Mizushima,117067,2,Yuki Sato,1247733,2,Yui Satonaka,2242972,1,Katsuya Kobayashi,146455,2,Mitsuki Koga,63698,2
65529,False,False,,446245,"['Action', 'Comedy', 'Crime']","Tumulak, a murderer sent by his employer, Kimpedu, to curb the secret societies in Malaysia, especially in Kuala Lumpur. At that time, Kuala Lumpur was dominated by three secret societies, each led by Pak Maliki (leader of the Malay secret societies), Jimmy (leader of the Chinese secret societies) and Victor (chief secretary of India). Among the disruptions caused by Tumulak include killing the subordinates of Pak Maliki and Victor's son. This has attracted ASP Shariff's attention to investigate what happened.",44584,Metrowealth International Group (MIG),5,2011,1983587,,,Shaheizy Sam,544531,2,Fizo Omar,1179470,0,Yana Samsudin,1169198,1,Putri Mardiana,1280838,0,Azad Jazmin,1107569,2
55790,False,False,,3000000,"['Romance', 'Comedy']","Azhagar is a happy go lucky youngster, who looks after his family's red chilly business (justifying the title 'milaga'), in Madurai. But his main job is to be with his friends- roaming, singing and fighting for them all the time (justifying the sub title- 'Maduraikaara payaluga natupukkaga usuraiyum kuduppaiynga...').",,,10,2010,10000000,,,Natarajan Subramaniam,223148,2,Poongodi,223149,0,Ravi Mariya,223146,2,Singampuli,585374,2,K. P. Jagannath,1310287,2
53618,False,True,128118,10847,"['Action', 'Adventure', 'Horror', 'Thriller']",October 2008. A biochemical weapon explosion causes a freak chain of events and brings the dead back to life. It is up to five people to make a stand for survival against an ever growing army of the Living Dead.,,,10,2006,2025,The world as we know it... Is coming to an end!,,Dave Cooperman,148642,2,Gary Ugarek,148639,3,Michelle Wright,1492107,0,Brian Wright,148644,0,Connor Brandt,148645,0
371439,False,False,,1183424,"['Action', 'Thriller']","Rahul, a young man, tries to protect his wife from a goon who wants to forcibly marry her. When all things go against Rahul, he becomes an angry man, and sets out to fight against the goon.",69424,Vintage Movies and Serene Films,11,2015,36982,A film by Aryeman,,Maniesh Paul,1263933,2,Ravi Kishan,85882,2,Pooja Thakur,1545478,0,Rudra Kaushik,1545480,2,Avinash Dwivedi,2359356,0
216682,False,False,,5000000,"['Comedy', 'Action']","Kung Fu Scholar is a comedy action starring Dicky Cheung. He wants to learn kung-fu, but his mother wants him to go to school. After losing a game with his mother, he's forced to attend school. Liu Sin-Hoi (Aaron Kwok) also attends the same school. The school's headmaster (Mau Tat) has a niece Ching Ching (Chow Wai Man) who's also been dropped off at the school by her parents. School has many regulations: One being you cannot court a woman. But guess what, it's love at first sight for Man Chui (Dicky Cheung) when he sees Ching Ching. There's a band of henchmen after prince eight, and Man Chui and Sin-Hoi gets entangled in their affairs.",,,1,1994,5000000,,Norman Law Man,Dicky Cheung Wai-Kin,83489,2,Ng Man-tat,70437,2,Aaron Kwok,21908,2,Vivian Chow,146624,1,Kent Cheng Jak-Si,65966,2
412484,False,False,,500000,"['Action', 'Drama', 'Crime']","Haider gets hooked by the local SHO in a mob firing case. Ultimately after getting away with this case, Haider´s life takes a drastic change. Haider now sees the bigger and bitter picture of the current system, and how it affects everybody. He decides to do something about this system, and in the process, his education, family, friends and love are at stake",121965,Leos Productions,5,2014,290000,,Syed Faisal Bukhari,Sheraz Ghufoor,2384577,0,Kashaf Ali,1669528,0,Nadeem Beyg,1211766,0,Irfan Khoosat,1657979,0,Shafqat Cheema,557895,0
