tmdb_id,adult,belongs_to_collection,collection_id,budget,genres,overview,production_company_id,production_company_name,release_month,release_year,revenue,tagline,director,actor_0_name,actor_0_id,actor_0_gender,actor_1_name,actor_1_id,actor_1_gender,actor_2_name,actor_2_id,actor_2_gender,actor_3_name,actor_3_id,actor_3_gender,actor_4_name,actor_4_id,actor_4_gender
37905,False,False,,688225,"['Action', 'Horror', 'Thriller']","A bunch of crooked cops raid a ruined building located in an impoverished suburb of Paris, determined to furiously avenge the death of one of them, murdered by the ruthless criminal gang hidden on top of the dark labyrinth that will become a deathly trap when the living, unexpectedly turned into the undead by a mysterious plague, begin to devour the world.",5125,Le Pacte,2,2010,2,,Benjamin Rocher,Claude Perron,119199,1,Jean-Pierre Martins,82188,2,Ériq Ebouaney,25078,2,Aurélien Recoing,15482,2,Mamadou Doumbia,119200,2
187022,False,False,,4000000,"['Drama', 'Crime', 'Action']",Four independent stories set in modern China about random acts of violence.,567,Office Kitano,10,2013,154120,,Jia Zhangke,Jiang Wu,15170,2,Wang Baoqiang,71051,2,Zhao Tao,24044,1,Li Meng,1174686,1,Zhang Jiayi,107775,2
346646,False,True,1089303,7528230,"['Action', 'Comedy', 'Crime']","When an old collaborator gets severely injured, a veteran policeman tries to figure out the way to bring to justice the ultimately suspected aggressor, a spoiled young executive, heir to a mega corporation, who believes he is above the law.",12987,Filmmaker R&K,8,2015,87970000,The unstoppable. The untouchable.,Ryoo Seung-wan,Hwang Jung-min,68903,2,Yoo Ah-in,572225,2,Yoo Hai-jin,84996,2,Oh Dal-su,77188,2,Jang Yoon-ju,1692997,1
11058,False,False,,25000000,"['Drama', 'Horror', 'Science Fiction', 'Thriller']","A couple agree to have their deceased son cloned under the supervision of an enigmatic doctor, but bizarre things start to happen years after his rebirth.",57347,Blue Productions,4,2004,30120671,"When a miracle becomes a nightmare, evil is born.",Nick Hamm,Greg Kinnear,17141,2,Rebecca Romijn,11008,1,Robert De Niro,380,2,Cameron Bright,52414,2,Zoie Palmer,133252,1
14805,False,False,,35000000,"['Action', 'Thriller', 'Crime']","Landing in jail for a petty theft crime, Alvin finds himself sharing a cell with John Jaster, the incarcerated half of the pair of high-tech thieves responsible for the missing gold. His partner, Bristol, is still at large. Alvin wants only to get out of prison and start fresh with his girlfriend, Lisa, and when the Feds, led by U.S. Treasury investigator Clenteen, set him loose on a sketchy deal, he thinks his luck has changed. Alvin has his freedom and the Feds have found their bait.",97,Castle Rock Entertainment,3,2000,15500000,Alvin Sanders is going to help the Feds catch a killer. He just doesn't know it yet.,Antoine Fuqua,Jamie Foxx,134,2,David Morse,52,2,Robert Pastorelli,7866,2,Doug Hutchison,6806,2,Kimberly Elise,55314,1
8953,False,False,,26000000,"['Animation', 'Fantasy', 'Science Fiction']","After receiving a package from his grandfather, Ray, a young inventor who lives in England during the mid-19th century, finds himself caught in the middle of a deadly conflict related to a revolutionary advance in steam power.",528,Bandai Visual,7,2004,18900000,He will save the future.,Yasuhiro Aoki,Keiko Aizawa,1251403,1,Aiko Hibi,1244369,1,Manami Konishi,70122,1,Anne Suzuki,43662,1,Sanae Kobayashi,115303,1
13177,False,False,,8000000,"['Action', 'Drama']","Thousands of activists arrive in Seattle, Washington in masses to protest the WTO Ministerial Conference of 1999 (World Trade Organization). Although it began as a peaceful protest with a goal of stopping the WTO talks, it escalated into a full-scale riot and eventually, a State of Emergency that pitted protesters against the Seattle Police Department and the National Guard.",2865,Insight Film Studios,9,2007,908847,"Six lives, six battles, one city.",Robert Lee,Martin Henderson,26291,2,Michelle Rodriguez,17647,1,Woody Harrelson,57755,2,Charlize Theron,6885,1,Jennifer Carpenter,53828,1
415381,False,False,,5610000,"['Fantasy', 'Action', 'Adventure']","A story of a legendary battle, where seventeen fearless warriors defend their land against an army of thousands well-trained soldiers. In 13th-century Mongol warrior hordes and their leader, Batu Khan, control most of the known world. As the Mongols move towards Europe they invade the last Russian principality standing in their way. Little do they know, their plans are about to be ruined by a small detachment of heroic strong men led by a mysterious brave warrior. This is a story about courage, endurance and self-sacrifice for the sake of one's country. This is the story of Evpaty the Furious.",3419,Central Partnership,11,2017,10657499,,Dzhanik Fayziev,Ilya Malakov,1677546,2,Aleksandr Tsoy,1677545,2,Andrey Burkovskiy,1594434,2,Aleksandr Ilin,126861,2,Aleksey Serebryakov,113332,2
34421,False,False,,10000000,"['Action', 'Drama', 'Crime']","Jeff, a young delinquent, is enrolled by his father in a kenpo school, in the hopes of teaching the boy some self-discipline. Years later, Jeff's mentor, Kim, is being threatened by one of the Korean mafia families. Jeff tries to help his old friend, but is too late to prevent Kim's death at the hands of an unknown hitman. Vowing revenge, Jeff takes on all of the families, using his martial arts skills to find the man who killed his friend.",4,Paramount,3,1991,14061361,No gun. No knife. No equal. Just try him.,Connie Papineau,Jeff Speakman,112318,2,John Dye,84879,2,Mako,10134,2,James Hong,20904,2,Mariska Hargitay,6240,1
21866,False,False,,6500000,"['Drama', 'Romance', 'Comedy']","An idealistic, modern-day cowboy struggles to keep his Wild West show afloat in the face of hard luck and waning interest.",89137,Second Street Films,6,1980,24300000,The most outrageous of 'em all.,David Worth,Clint Eastwood,190,2,Sondra Locke,66223,1,Geoffrey Lewis,18071,2,Scatman Crothers,7077,2,Bill McKinney,16555,2
25516,False,True,246091,3750000,"['Science Fiction', 'Action', 'Adventure']",A developmentally disabled man meets an extraterrestrial after a huge spacecraft leaves it behind.,64779,Film Kraft,8,2003,10000000,You are not alone,Raksha Mistry,Hrithik Roshan,78749,2,Preity Zinta,35745,1,Rekha,109621,1,Hansika Motwani,237967,1,Prem Chopra,86088,2
39895,False,False,,1100000,['Horror'],"The uncle of an executed murderess relates four stories of his hometown, Oldfield, to a reporter. In the first, an elderly man pursues a romance with a younger woman, even to the grave and beyond. In the second, a wounded man on the run from creditors is rescued by a backwoods hermit who holds the secret to eternal life. In the third, a glass-eating carny pays the ultimate price for looking for love on the outside. And in the fourth, a group of Civil War soldiers are held captive by a household of orphans with strange intentions for them.",6087,Conquest Productions,9,1987,1400000,Welcome to Oldfield. Stop in for a night of pure terror.,Jeff Burr,Vincent Price,1905,2,Clu Gulager,62019,2,Terry Kiser,55267,2,Harry Caesar,18894,2,Rosalind Cash,43976,1
1450,False,False,,30000000,"['Action', 'Adventure', 'Horror', 'Science Fiction', 'Thriller']","On the surface, Saya is a stunning 16-year-old, but that youthful exterior hides the tormented soul of a 400-year-old ""halfling"". Born to a human father and a vampire mother, she has for centuries been a loner obsessed with using her samurai skills to rid the world of vampires, all the while knowing that she herself can survive only on blood like those she hunts.",3689,East Wing Holdings,4,2009,5874530,"Where evil grows, she preys.",Kenji Kamiyama,Jun Ji-hyun,63436,1,Allison Miller,17270,1,Liam Cunningham,15498,2,Koyuki,9190,1,JJ Feild,30710,2
284288,False,False,,224056,"['Action', 'Drama', 'History']",A chronicle of the life of Indian boxer 'Mary Kom' who went through several hardships before audaciously accomplishing her ultimate dream.,6808,Viacom18 Studios,9,2014,15536328,,Sanjay Leela Bhansali,Priyanka Chopra Jonas,77234,1,Darshan Kumaar,1439075,2,Shishir Sharma,239728,2,Sunil Thapa,1544548,2,Robin Das,593025,0
928123,False,True,930409,200000000,"['War', 'History', 'Action', 'Drama']","In the follow-up to ""The Battle At Lake Changjin"", brothers Wu Qianli and Wu Wanli undertake a new task for the People's Volunteer Army, defending a bridge part of the American troops' escape route from the advancing Chinese.",30148,Bona Film Group,2,2022,626203271,,Chen Kaige,Wu Jing,78871,2,Jackson Yee,2223265,2,Duan Yihong,126736,2,Zhu Yawen,1376105,2,Jerry Lee,130984,2
416149,False,False,,2000000,"['Science Fiction', 'Action']","In a not too distant future, a totalitarian state run by ‘The Director” controls all aspects of life. All enemies of the state are dealt in the harshest way. Most of them are executed by the secret government’s assassins. The best operative is code-named “Condor” – an elite agent and hit man for the government. However, in his latest assignment, “Condor” fails to kill an opposition leader, and finds himself on the run from the very same government agency that he works for. This sets in motion a chain of events with unforseen consequences for all involved.",15948,Boundless Pictures,9,2016,0,Everyone is a Target,James R.W. Hiatt,Steven Seagal,23880,2,Sasha Jackson,212985,1,Johnny Messner,21798,2,Richard Tyson,14700,2,Sandra Yap,1759672,0
11647,False,True,58588,125000,"['Action', 'Thriller', 'Crime']","In this prequel to the original, a bloody power struggle among the Triads coincides with the 1997 handover of Hong Kong, setting up the events of the first film.",5552,Media Asia Films,10,2003,3208262,The Birth of a Legend.,Danny Pang,Edison Chen,20372,2,Shawn Yue,78869,2,Eric Tsang,26724,2,Anthony Wong,66717,2,Francis Ng,63584,2
36679,False,True,374511,12000000,"['Action', 'Adventure', 'Science Fiction']","The Futurians, time-travelers from the 23rd century, arrive in Japan to warn them of the nation's destruction under Godzilla. They offer to help erase Godzilla from history by preventing his creation. With Godzilla seemingly gone, a new monster emerges as the Futurians' true intentions are revealed.",49301,Toho Pictures,12,1991,11000000,"At the end of the century, the greatest battle has begun!",Kazuki Ōmori,Katsuhiko Sasaki,82876,2,Kosuke Toyohara,82875,2,Anna Nakagawa,115910,1,Megumi Odaka,50655,1,Akiji Kobayashi,119185,2
9455,False,False,,25000000,"['Action', 'Crime', 'Thriller', 'Drama']","Danny is a young cop partnered with Nick, a seasoned but ethically tainted veteran. As the two try to stop a gang war in Chinatown, Danny relies on Nick but grows increasingly uncomfortable with the way Nick gets things done.",12,New Line Cinema,3,1999,15156200,You can't play by the rules if there aren't any.,Oliver Stone,Mark Wahlberg,13240,2,Chow Yun-fat,1619,2,Byron Mann,57748,2,Kim Chan,8400,2,Ric Young,11397,2
24200,False,True,378453,2000000,"['Action', 'Comedy', 'Thriller']","Many years after her notorious husband, Henry Fool, fled after killing a neighbor, Fay Grim receives a visit from CIA agent Fulbright, who tells her that Henry is dead, but that some of his journals have been unearthed in France. She sets forth on a globe-trotting odyssey that soon leads to the discovery that he is alive, and his journals are more than they appear to be.",3097,HDNet Films,9,2006,193607,Featuring the continuing adventures of Henry Fool.,Hal Hartley,Parker Posey,7489,1,Liam Aiken,19977,2,James Urbaniak,58528,2,Jeff Goldblum,4785,2,D.J. Mendel,188739,2
19664,False,False,,12000000,"['War', 'Action', 'Thriller']","A German spy is passing on information about the location of Allied ships in the neutral harbor of Goa, India, with catastrophic results. Unable to undertake a full military operation in the Portuguese stronghold, English intelligence brings out of retirement a crew of geriatric ex-soldiers, veterans from World War I, using their age as cover. These old soldiers are asked to take to the seas and pull off an unlikely undercover mission.",898,Lorimar Productions,7,1980,220181,The Last Charge of the Calcutta Light Horse,John Glen,Gregory Peck,8487,2,Roger Moore,10222,2,David Niven,14261,2,Trevor Howard,12726,2,Barbara Kellerman,69777,1
427008,False,True,474026,670000,"['War', 'Drama']","In a desolate war zone where screams of the innocent echo, on the very line between disaster and valor, 7 Maroon Berets will dance with death.",33602,CaglarArts Entertainment,11,2016,11378898,A Storm is Comming,,Çağlar Ertuğrul,1282320,2,Ufuk Bayraktar,133822,2,Murat Serezli,1427642,2,Ahu Türkpençe,150623,1,Atılgan Gümüş,1771594,2
1679,False,True,374509,800000,"['Science Fiction', 'Horror']","Two fishing scout pilots make a horrifying discovery when they encounter a second Godzilla alongside a new monster named Anguirus. Without the weapon that killed the original, authorities attempt to lure Godzilla away from the mainland. But Anguirus soon arrives and the two monsters make their way towards Osaka as Japan braces for tragedy.",882,TOHO,4,1955,1952653,"A tremendous, astonishing story that rages across the nation of Japan!",Motoyoshi Oda,Hiroshi Koizumi,18607,2,Setsuko Wakayama,18608,1,Minoru Chiaki,7454,2,Takashi Shimura,7453,2,Masao Shimizu,131194,2
316654,False,False,,18000000,"['Crime', 'Thriller']","An ordinary man, who goes against all odds to forge his own destiny and become a star in the glittering sky of 'Bombay,' thriving on jazz and violence.",12154,Star Studios,5,2015,1500000,,Anurag Kashyap,Ranbir Kapoor,85034,2,Anushka Sharma,81928,1,Karan Johar,35736,2,Kay Kay Menon,86020,2,Satyadeep Misra,229952,2
19267,False,False,,6000000,"['Action', 'Comedy']",A young Asian American martial artist is forced to participate in a brutal formal street-fight competition.,2521,Orange Sky Golden Harvest,8,1980,8527743,Where the only rule is to stay alive.,Robert Clouse,Jackie Chan,18897,2,Mako,10134,2,Kristine DeBell,40621,1,José Ferrer,12515,2,Rosalind Chao,74073,1
38618,False,False,,20000000,"['Adventure', 'Action']",Tarzan returns to his homeland of Africa to save his home from destruction.,1766,Dieter Geissler Filmproduktion,4,1998,2172941,,Carl Schenkel,Casper Van Dien,27763,2,Jane March,21817,1,Steven Waddington,27764,2,Winston Ntshona,75790,2,Rapulana Seiphemo,13098,2
594669,False,True,506940,7952450,"['Action', 'Adventure', 'Thriller']",A man embarks on a bloody rampage to save his kidnapped brother.,60536,Nadiadwala Grandson Entertainment,3,2020,18473570,This time He's up against a Nation,Sparsh Khetarpal,Tiger Shroff,1338512,2,Ritesh Deshmukh,84957,2,Shraddha Kapoor,130991,1,Ankita Lokhande,1246946,1,Jameel Khoury,2060504,2
34309,False,False,,25000000,['Action'],"Sgt. James Dunn, who is wrongly accused of assassination of the officer he had a row with, is saved from death row and recruited for top-secret special operations squad led by Lt. Col Grant Casey. Their mission is to neutralize criminals who had avoided conventional law enforcement methods. On his first Mission, James is made the fall guy for the assassination of the first lady and everyone is loo",12,New Line Cinema,10,1997,11838218,Sometimes the most patriotic thing a Marine can do...is disobey orders. From most honored to Most Wanted.,David Hogan,Keenen Ivory Wayans,35689,2,Jon Voight,10127,2,Jill Hennessy,50877,1,Paul Sorvino,7004,2,Eric Roberts,21315,2
29473,False,False,,70000,"['Comedy', 'Crime']","Clyde Williams and Billy Foster are a couple of blue-collar workers in Atlanta who have promised to raise funds for their fraternal order, the Brothers and Sisters of Shaka. However, their method for raising the money involves travelling to New Orleans and rigging a boxing match.",4376,First Artists,10,1975,11800000,"It's the same two dudes from ""Uptown Saturday Night""...but this time they're back with kid dyn-o-mite!",,Sidney Poitier,16897,2,Bill Cosby,51962,2,Calvin Lockhart,2067,2,John Amos,22384,2,Jimmie Walker,31366,2
33851,False,False,,6000000,"['Crime', 'Drama', 'Action', 'Thriller']","Jack Higgins' straightforward thriller about a guilt-ridden IRA bomber forced into ""one last job""",798,Samuel Goldwyn Company,9,1987,1432687,Freedom always comes with a price.,Terry Needham,Mickey Rourke,2295,2,Bob Hoskins,382,2,Alan Bates,27554,2,Sammi Davis,3122,1,Christopher Fulford,6970,2
351694,False,False,,10000000,"['Fantasy', 'Animation', 'Comedy']","The all-powerful Monkey King once roamed freely between Heaven and Earth, but after angering the Gods, he was imprisoned within an ice cage deep within the mountains. 500 years later, monsters attack a small village and a child flees to the mountains. Unknowingly, the child releases the Monkey King from his curse. With the help and encouragement from this special child, Monkey King saves the village from the evil monsters.",59387,Hengdian Chinese Film Production Co.,7,2015,150000000,,,Zhang Lei,2936880,0,Lin Zijie,1490571,0,Tong Zirong,1490572,0,Liu Beichen,1621710,2,Shuai Zhou,1621712,1
472138,False,False,,31000000,"['Adventure', 'Action']","After the British company’s officer Clive takes over the kingdom of Mirza, Princess Zafira and Khudabaksh aka Azaad form a band of rebel pirates who swear to defeat the English officer and win their freedom back. The British Company in return, hire the wily thug Firangi track Azaad’s gang and thwart his plans.",1569,Yash Raj Films,11,2018,3136000,,Vijay Krishna Acharya,Amitabh Bachchan,35780,2,Aamir Khan,52763,2,Katrina Kaif,81869,1,Fatima Sana Shaikh,1046204,1,Mohammed Zeeshan Ayyub,1307516,2
397852,False,True,547477,1686858,"['Fantasy', 'Action', 'Crime']","Rendel, a masked superhero, becomes blinded by his desire for revenge against a sinister criminal organization.",79047,Frozen Flame Pictures,9,2017,1891907,Revenge begets revenge.,Jesse Haaja,Kris Gummerus,1279821,2,Rami Rusinen,1647189,2,Renne Korppila,1647193,0,Matti Onnismaa,89503,2,Johnny Vivash,1160330,2
1873,False,False,,23000000,"['Drama', 'Thriller']",Dr. Laura Bowman is a young widow who's unwittingly drawn into political turmoil while vacationing in Burma in the late 1980s. Bowman initially left San Francisco with her sister in an attempt to escape painful memories of her husband and son's violent deaths. But her fight to escape to Thailand could prove just as harrowing.,97,Castle Rock Entertainment,5,1995,14700000,Truth has a witness,Mark Egerton,Patricia Arquette,4687,1,U Aung Ko,19668,0,Frances McDormand,3910,1,Spalding Gray,8978,2,Tiara Jacquelina,19669,1
57353,False,True,288235,25000000,"['Action', 'Comedy', 'Thriller']","When a sexy, high-end escort holds the key evidence to a scandalous government cover-up, two bumbling young detectives become her unlikely protectors from a ruthless assassin hired to silence her.",12410,Lleju Productions,4,2011,65708,CATch her if you can...,Derrick Borte,Paz Vega,3627,1,Janet McTeer,47627,1,Alphonso McAuley,60506,2,Scott Mechlowicz,41464,2,Christopher McDonald,4443,2
52331,False,False,,58960,"['Thriller', 'Crime', 'Action']","In the aftermath of a daring post office robbery on Saint Lucy's Day, two Stockholm vice cops venture into a world of corruption, cover-ups and murder that takes them from the dirty streets to government officials.",2302,Svenska Filminstitutet,10,1984,1769000,,Bo Widerberg,Sven Wollter,67003,2,Tomas von Brömssen,56392,2,Håkan Serner,146154,2,Ernst Günther,112866,2,Thomas Hellberg,114185,2
20455,False,True,39244,5500000,"['Fantasy', 'Animation', 'Science Fiction', 'Family']","When a powerful new Internet Digimon hatches and begins to consume data at an alarming rate, the Digidestined - kids chosen to save the digital world - must put an end to the destruction before the damage becomes irreversible and worldwide communication halts forever. As computer-based missiles are launched, and a wayward Digimon kidnaps the Digidestined, only the combined efforts of a worldwide network of kids and a new group of ""Digidestined"" can rescue the others and stop global disaster.",2106,Saban Entertainment,3,2000,16600000,New Monsters. New Battles. Now on the Big Screen.,Mamoru Hosoda,Lara Jill Miller,174462,1,Joshua Seth,1242011,2,Bob Papenbrook,168992,2,David Lodge,571220,2,Dorothy Elias-Fahn,116756,1
43884,False,False,,1200000,"['Drama', 'Adventure', 'War']","In 1853, as the British and Russian empires compete to gain and maintain their place in the dreadful Great Game of political intrigues and alliances whose greatest prize is the domination of India and the border territories, Major Geoffrey Vickers must endure several betrayals and misfortunes before he can achieve his revenge at the Balaclava Heights, on October 25, 1854, the most glorious day of the Crimean War.",174,Warner Bros. Pictures,10,1936,2736000,"Theirs not to reason why, theirs but to do and die",Michael Curtiz,Errol Flynn,8724,2,Olivia de Havilland,8725,1,Patric Knowles,8726,2,Henry Stephenson,81934,2,Nigel Bruce,3363,2
39256,False,True,813157,700000,"['Action', 'Science Fiction', 'Thriller', 'Horror']","Originally released in Japan as ""The Return of Godzilla""  in 1984, this is the heavily re-edited, re-titled ""Godzilla 1985"".  Adding in new footage of Raymond Burr, this 16th Godzilla film ignores all previous sequels and serves as a direct follow-up to the 1956 ""Godzilla King of the Monsters"", which also featured scenes with Burr edited into 1954's ""Godzilla"". This film restores the darker tone of the original, as we witness the nuclear destruction of giant lizard terrorizing Japan.",49301,Toho Pictures,7,1985,4116395,Prepare yourself: the greatest star of all has returned.,Tony Randel,Raymond Burr,7685,2,Ken Tanaka,72398,2,Yasuko Sawaguchi,19591,1,Shin Takuma,73186,2,Keiju Kobayashi,70324,2
10596,False,False,,17000000,"['Action', 'Science Fiction', 'Thriller']","Scientists create a genetic clone of a serial killer in order to help catch the killer, teaming up with two cops.",2188,Artisan Entertainment,5,2001,894844,"A ruthless killer... to destroy him, they had to create him.",David Leitch,Michael Rooker,12132,2,Jean-Claude Van Damme,15111,2,Ian Robison,61546,2,Catherine Dent,65797,1,Paul McGillion,26069,2
438740,False,False,,15000000,"['Action', 'Drama', 'Adventure']","USSR, June 1985. After contact with the Salyut 7 space station is lost, cosmonauts Vladimir Dzhanibekov and Viktor Savinykh dock with the empty, frozen craft, and bring her back to life. Based on actual events.",18165,Vita Aktiva,9,2017,13767037,,Klim Shipenko,Vladimir Vdovichenkov,236369,2,Pavel Derevyanko,224489,2,Aleksandr Samoylenko,29838,2,Vitaliy Khaev,568339,2,Oksana Fandera,83835,1
988595,False,False,,1814059,"['Action', 'History', 'War', 'Adventure', 'Drama', 'Thriller']","The rise of a Malay warrior named Mat Kilau and his friends against the British colonialists who came to Pahang in 1892. The greed of British officials and policies, which have imposed excessive taxes, confiscated land belonging to the Malays to reap the treasures of Pahang and disrupted the Islamic way in Pahang has caused dissatisfaction among the rulers and the Malays. The patriotic spirit of Mat Kilau and his friends who rose up against British violence had caused Captain Syers to launch an attack on Mat Kilau. Witness the heroic spirit of Mat Kilau, Tok Gajah and Mat Kilau's best friends use their wisdom to fight in the jungle against the British soldiers. Did Mat Kilau and his friends succeed in driving out the barbaric and greedy British army to reap gold and tin in Pahang?",183007,Studio Kembara,6,2022,5283447,,,Adi Putra,557752,2,Beto Kusyairy,1285331,2,Fattah Amin,1741523,2,Johan As'ari,1271796,2,Ali Karimi,3465269,0
31668,False,False,,15000000,"['Action', 'Comedy', 'Drama', 'History', 'War']","A mismatched team of British Special Services agents led by an American must infiltrate, in disguise, a female-run Enigma factory in Berlin and bring back the decoding device that will end the war.",1895,Atlantic Streamline,10,2001,23000,War is a Drag,Stefan Ruzowitzky,Matt LeBlanc,14407,2,Eddie Izzard,1926,3,James Cosmo,2467,2,Nicolette Krebitz,33040,1,David Tristan Birkin,67153,2
20688,False,False,,9000000,"['Action', 'Crime', 'Drama']","Two brothers, as different as chalk and cheese, find their lives intertwined when one puts himself in danger via a `get rich quick' scheme and the other finds there is a price on his head.",2320,UTV Motion Pictures,8,2009,18130000,Thif Monfoon. Difcover Your Mean Fide.,Vishal Bhardwaj,Shahid Kapoor,78245,2,Priyanka Chopra Jonas,77234,1,Amole Gupte,52773,2,Deb Mukherjee,86430,0,Shivkumar Subramaniam,583520,2
45096,False,False,,13000000,"['Science Fiction', 'Action', 'Thriller']","Eve is a military robot made to look exactly like her creator, Dr. Eve Simmons. When she is damaged during a bank robbery, the robot becomes an unstoppable killing machine. Colonel Jim McQuade is assigned to stop the robot and with the help from Dr. Simmons they have to predict where she will go next.",10201,Interscope Communications,1,1991,5451119,"They gave her looks. Brains. Nuclear capabilities. Everything but an ""off"" switch.",Duncan Gibbins,Gregory Hines,66804,2,Renée Soutendijk,66188,1,Michael Greene,29368,2,Kurt Fuller,29685,2,John M. Jackson,116128,2
243794,False,False,,7000000,"['History', 'Action', 'Drama']","Fleeing religious persecution in Germany, a family seeks a new start in uncharted country - America. It is the mid-1700s and British and French forces are struggling for control over the abundant resources of this new territory. Carving out a homestead can be arduous work, but the family labors joyfully. Then the unthinkable: In a terrifying raid, Delaware warriors kidnap the two young daughters and attempt to indoctrinate them into native culture. Through their ordeal they never lose hope and ""their faith becomes their freedom.",41765,Enthuse Entertainment,9,2013,887851,Their Faith Became Their Freedom,James Suttles,Natalie Racoosin,1198699,0,Jenn Gotzon Chandler,147879,1,Clay Walker,1160153,2,Ozzie Torres,1278868,0,Tony Wade,1278869,2
40507,False,False,,4800000,"['Action', 'Drama', 'Crime', 'Thriller']","A violent street gang, the Rebels, rule the streets of Gary, Indiana. The Rebels shoot Marvin Bookman, a store-keeper, for giving the police information about a drive-by shooting they committed. Marvin's son, former NFL star John who created the Rebels, returns to Gary to be with his father and, with a little help from his friends, to destroy the Rebels his way.",11787,Po' Boy Productions,5,1996,3014000,The original bad boys are stepping up in '96!,Linda Leifer,Fred Williamson,9811,2,Jim Brown,4774,2,Pam Grier,2230,1,Paul Winfield,1818,2,Isabel Sanford,21009,1
12561,False,True,374511,10000000,"['Action', 'Science Fiction', 'Horror']","A burning Godzilla, on the verge of meltdown, emerges to lay siege to Hong Kong. At the same time horrifying new organisms are discovered in Japan. These crustacean-like beings are seemingly born of the Oxygen Destroyer, the weapon that killed the original Godzilla.",49301,Toho Pictures,12,1995,18000000,Godzilla dies,Takao Okawara,Takuro Tatsumi,72817,2,Yoko Ishino,72818,1,Yasufumi Hayashi,72819,2,Megumi Odaka,50655,1,Sayaka Osawa,72820,1
93519,False,False,,1850000,"['Action', 'Thriller']",Karan and Arjun reincarnate in the different parts of the country. But the faith of their previous mother brings them together in order to avenge their death.,64779,Film Kraft,1,1995,16540000,...and they returned to take revenge!,Anurag Singh,Shah Rukh Khan,35742,2,Salman Khan,42802,2,Rakhee Gulzar,86061,1,Kajol,55061,1,Mamta Kulkarni,1032612,1
449927,False,True,707637,200005000,"['Action', 'Crime', 'History']","An illegal immigrant from Mainland China sneaks into the corrupt British-colonized Hong Kong in 1963, transforming himself into a ruthless drug lord.",17820,Mega-Vision Pictures (MVP),9,2017,445000000,,Stanley Tong,Donnie Yen,1341,2,Andy Lau,25246,2,Kent Cheng Jak-Si,65966,2,Wilfred Lau,148892,2,Felix Wong,71655,2
24613,False,False,,7700000,"['Crime', 'Drama', 'Romance', 'Thriller', 'Action']","When a handsome young Indian couple (Saif Ali Khan and Kareena Kapoor) moves into the suburbs to claim their stake in the American dream, they are shocked to discover that they've become enmeshed in a secretive terrorist plot. But as tensions escalate, the bride begins to wonder if her husband has told her everything he knows.",2320,UTV Motion Pictures,11,2009,6600000,Some Love Stories  Have Blood On Them,Anurag Kashyap,Saif Ali Khan,35747,2,Kareena Kapoor Khan,37233,1,Vivek Oberoi,85668,2,Dia Mirza,85669,1,Om Puri,11851,2
14172,False,False,,14000000,['Action'],"Ben Archer, an ex-mob enforcer, seeks revenge against a ruthless Chinese kingpin responsible for his wife's brutal murder. When Archer joins forces with his old underworld friends, an all-out war is waged against the Chinese Triad.",34999,Bauer Martinez Studios,12,2004,521918,Revenge was all he had left.,,Jean-Claude Van Damme,15111,2,Simon Yam,20519,2,Valerie Tian,82791,1,Philip Tan,702,2,Tony Schiena,132233,2
39264,False,True,374509,760000,"['Action', 'Adventure', 'Family']","Inventor Goro Ibuki creates a humanoid robot named Jet Jaguar. It is soon seized by an undersea race of people called the Seatopians. Using Jet Jaguar as a guide, the Seatopians send Megalon as vengeance for the nuclear tests that have devastated their society.",882,TOHO,3,1973,980000,Dreaded Megalon from the undersea kingdom!,Jun Fukuda,Katsuhiko Sasaki,82876,2,Hiroyuki Kawase,110314,2,Yutaka Hayashi,553299,2,Robert Dunham,141088,2,Kotaro Tomita,939964,2
14097,False,False,,9500000,"['War', 'Action', 'Drama', 'History']","Russian army recruits complete training and take their posting in late 1980s Afghanistan, where the insurgents are slowly gaining the upper hand.",16688,Art Pictures Group,9,2005,24000000,They stood together while their country fell apart,,Aleksey Chadov,101433,2,Artur Smolyaninov,101423,2,Konstantin Kryukov,101436,2,Ivan Kokorin,101438,2,Artyom Mikhalkov,101440,2
18550,False,False,,25000000,['Action'],"During a routine prison work detail, convict Piper is chained to Dodge, a cyberhacker, when gunfire breaks out. Apparently, the attack is related to stolen money that the Mafia is after, and some computer files that somebody wants desperately to bury. The pair, who don't exactly enjoy each other's company, escape and must work together if they are to reach Atlanta alive. Luckily, they meet a woman who may be willing to help them.",21,Metro-Goldwyn-Mayer,7,1996,17193231,See how they run.,Kevin Hooks,Laurence Fishburne,2975,2,Stephen Baldwin,9045,2,Salma Hayek Pinault,3136,1,Will Patton,883,2,Robert John Burke,31512,2
440777,False,False,,2000000,['Action'],A former fighter reluctantly returns to the life she abandoned in order to help her sister survive the sadistic world of illegal fighting and the maniac who runs it.,56697,Tadross Media Group,3,2017,22253,Revenge Rules,Andra Hayes,Amy Johnston,1168704,1,Cortney Palm,1116282,1,Rey Goyos,1754589,2,Sean Faris,55084,2,Dolph Lundgren,16644,2
84858,False,False,,8700000,"['Action', 'Crime', 'Drama']","A young boy's father gets killed unexpectedly by a fierce crowd. After fifteen years, the boy comes back to seek his vengeance.",19146,Dharma Productions,1,2012,28000000,The Path of Fire.,Karan Malhotra,Hrithik Roshan,78749,2,Sanjay Dutt,85881,2,Priyanka Chopra Jonas,77234,1,Rishi Kapoor,35791,2,Zarina Wahab,94567,1
